,period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
11030,1988,SRI,USA-RI,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020RI3,Rhode Island Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.8,$/MCF
11031,1988,SAK,USA-AK,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SAK_3,Alaska Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),1.27,$/MCF
11032,1988,SPA,USA-PA,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SPA_3,Pennsylvania Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),2.15,$/MCF
11033,1988,SWV,USA-WV,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SWV_3,West Virginia Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),3.05,$/MCF
11034,1988,SMD,USA-MD,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SMD_3,Maryland Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),0.93,$/MCF
11035,1988,SIL,USA-IL,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SIL_3,Illinois Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),2.19,$/MCF
11036,1988,SAR,USA-AR,EPG0,Natural Gas,PG1,City Gate Price,N3050AR3,Natural Gas Citygate Price in Arkansas (Dollars per Thousand Cubic Feet),2.43,$/MCF
11037,1988,SAR,USA-AR,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SAR_3,Arkansas Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),1.94,$/MCF
11038,1988,SIN,USA-IN,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SIN_3,Indiana Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),1.57,$/MCF
11039,1988,SWI,USA-WI,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SWI_3,Wisconsin Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.12,$/MCF
11040,1988,SMA,MASSACHUSETTS,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SMA_3,Massachusetts Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.46,$/MCF
11041,1988,SMO,USA-MO,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SMO_3,Missouri Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.78,$/MCF
11042,1988,SME,USA-ME,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SME_3,Maine Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),4.6,$/MCF
11043,1988,SMI,USA-MI,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SMI_3,Michigan Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.39,$/MCF
11044,1988,SWA,WASHINGTON,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SWA_3,Washington Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),1.99,$/MCF
11045,1988,SAK,USA-AK,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),1.01,$/MCF
11046,1988,SDE,USA-DE,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SDE_3,Delaware Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.95,$/MCF
11047,1988,SID,USA-ID,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SID_3,Idaho Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.0,$/MCF
11048,1988,SGA,USA-GA,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SGA_3,Georgia Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.41,$/MCF
11049,1987,SMT,USA-MT,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010MT3,Montana Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),4.41,$/MCF
11050,1987,STX,TEXAS,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_STX_3,Texas Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.01,$/MCF
11051,1987,SMD,USA-MD,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SMD_3,Maryland Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.37,$/MCF
11052,1987,SUT,USA-UT,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SUT_3,Utah Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.66,$/MCF
11053,1987,NUS,U.S.,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.17,$/MCF
11054,1987,SSC,USA-SC,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SSC_3,South Carolina Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.82,$/MCF
11055,1987,SDC,USA-DC,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SDC_3,District of Columbia Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),3.02,$/MCF
11056,1987,SWV,USA-WV,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SWV_3,West Virginia Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.85,$/MCF
11057,1987,SNY,NEW YORK,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SNY_3,New York Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.47,$/MCF
11058,1987,SCO,COLORADO,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SCO_3,Colorado Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),1.76,$/MCF
11059,1987,SAR,USA-AR,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SAR_3,Arkansas Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),2.29,$/MCF
11060,1987,SMS,USA-MS,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SMS_3,Mississippi Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),1.94,$/MCF
11061,1987,SMI,USA-MI,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SMI_3,Michigan Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),3.24,$/MCF
11062,1987,SWV,USA-WV,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SWV_3,West Virginia Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),3.85,$/MCF
11063,1987,NUS-Z00,U.S.,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102US3,U.S. Natural Gas Pipeline Imports Price (Dollars per Thousand Cubic Feet),1.95,$/MCF
11064,1987,SRI,USA-RI,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020RI3,Rhode Island Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.53,$/MCF
11065,1987,SKY,USA-KY,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010KY3,Kentucky Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),4.53,$/MCF
11066,1987,SNY,NEW YORK,EPG0,Natural Gas,PG1,City Gate Price,N3050NY3,Natural Gas Citygate Price in New York (Dollars per Thousand Cubic Feet),2.92,$/MCF
11067,1987,SIL,USA-IL,EPG0,Natural Gas,PG1,City Gate Price,N3050IL3,Natural Gas Citygate Price in Illinois (Dollars per Thousand Cubic Feet),2.81,$/MCF
11068,1987,SWA,WASHINGTON,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020WA3,Washington Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),4.5,$/MCF
11069,1987,SNH,USA-NH,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NH3,New Hampshire Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.81,$/MCF
11070,1987,SKY,USA-KY,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020KY3,Kentucky Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),4.26,$/MCF
11071,1987,STN,USA-TN,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020TN3,Tennessee Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),4.33,$/MCF
11072,1987,SMT,USA-MT,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020MT3,Montana Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),4.34,$/MCF
11073,1987,SME,USA-ME,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020ME3,Maine Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),6.98,$/MCF
11074,1987,STX,TEXAS,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010TX3,Texas Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),5.21,$/MCF
11075,1987,SMS,USA-MS,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010MS3,Mississippi Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),6.1,$/MCF
11076,1987,SDE,USA-DE,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020DE3,Delaware Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.17,$/MCF
11077,1987,SOH,OHIO,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010OH3,Ohio Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),5.35,$/MCF
11078,1987,SWV,USA-WV,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010WV3,West Virginia Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),5.98,$/MCF
11079,1987,SRI,USA-RI,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SRI_3,Rhode Island Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.87,$/MCF
11080,1987,STN,USA-TN,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_STN_3,Tennessee Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),1.85,$/MCF
11081,1987,SAR,USA-AR,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SAR_3,Arkansas Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.64,$/MCF
11082,1987,SVA,USA-VA,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SVA_3,Virginia Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.68,$/MCF
11083,1987,SMO,USA-MO,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SMO_3,Missouri Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.41,$/MCF
11084,1987,SCT,USA-CT,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SCT_3,Connecticut Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.52,$/MCF
11085,1987,SMO,USA-MO,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SMO_3,Missouri Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),3.75,$/MCF
11086,1987,SSD,USA-SD,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SSD_3,South Dakota Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),2.71,$/MCF
11087,1987,SOH,OHIO,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SOH_3,Ohio Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),2.58,$/MCF
11088,1987,SFL,FLORIDA,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SFL_3,Florida Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),1.68,$/MCF
11089,1987,NUS-Z00,U.S.,EPG0,Natural Gas,PM0,Imports Price,N9100US3,Price of U.S. Natural Gas Imports (Dollars per Thousand Cubic Feet),1.95,$/MCF
11090,1987,SKS,USA-KS,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020KS3,Kansas Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),3.02,$/MCF
11091,1987,SKY,USA-KY,EPG0,Natural Gas,PG1,City Gate Price,N3050KY3,Natural Gas Citygate Price in Kentucky (Dollars per Thousand Cubic Feet),2.98,$/MCF
11092,1987,SGA,USA-GA,EPG0,Natural Gas,PG1,City Gate Price,N3050GA3,Natural Gas Citygate Price in Georgia (Dollars per Thousand Cubic Feet),3.61,$/MCF
11093,1987,SAL,USA-AL,EPG0,Natural Gas,PG1,City Gate Price,N3050AL3,Natural Gas Citygate Price in Alabama (Dollars per Thousand Cubic Feet),3.27,$/MCF
11094,1987,SNC,USA-NC,EPG0,Natural Gas,PG1,City Gate Price,N3050NC3,Natural Gas Citygate Price in North Carolina (Dollars per Thousand Cubic Feet),3.26,$/MCF
11095,1987,SWA,WASHINGTON,EPG0,Natural Gas,PG1,City Gate Price,N3050WA3,Natural Gas Citygate Price in Washington (Dollars per Thousand Cubic Feet),2.45,$/MCF
11096,1987,NUS,U.S.,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),4.77,$/MCF
11097,1987,SMN,MINNESOTA,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020MN3,Minnesota Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),3.89,$/MCF
11098,1987,SNY,NEW YORK,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NY3,New York Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.17,$/MCF
11099,1987,SMI,USA-MI,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020MI3,Michigan Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.03,$/MCF
11100,1987,SUT,USA-UT,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010UT3,Utah Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),4.97,$/MCF
11101,1987,SAZ,USA-AZ,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010AZ3,Arizona Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),6.11,$/MCF
11102,1987,SWA,WASHINGTON,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010WA3,Washington Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),5.42,$/MCF
11103,1987,NUS,U.S.,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),5.54,$/MCF
11104,1987,SOK,USA-OK,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SOK_3,Oklahoma Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.06,$/MCF
11105,1987,SID,USA-ID,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SID_3,Idaho Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.08,$/MCF
11106,1987,SDE,USA-DE,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SDE_3,Delaware Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.71,$/MCF
11107,1987,SWA,WASHINGTON,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SWA_3,Washington Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.11,$/MCF
11108,1987,SKY,USA-KY,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SKY_3,Kentucky Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),1.97,$/MCF
11109,1987,SMA,MASSACHUSETTS,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SMA_3,Massachusetts Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.14,$/MCF
11110,1987,SWI,USA-WI,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SWI_3,Wisconsin Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.29,$/MCF
11111,1987,SVT,USA-VT,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020VT3,Vermont Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),4.88,$/MCF
11112,1987,SWY,USA-WY,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SWY_3,Wyoming Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),1.76,$/MCF
11113,1987,SNM,USA-NM,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SNM_3,New Mexico Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),1.66,$/MCF
11114,1987,SMT,USA-MT,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SMT_3,Montana Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),1.8,$/MCF
11115,1987,SOR,USA-OR,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SOR_3,Oregon Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),1.45,$/MCF
11116,1987,SCA,CALIFORNIA,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SCA_3,California Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),2.37,$/MCF
11117,1987,SPA,USA-PA,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SPA_3,Pennsylvania Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),2.25,$/MCF
11118,1987,SOK,USA-OK,EPG0,Natural Gas,PG1,City Gate Price,N3050OK3,Natural Gas Citygate Price in Oklahoma (Dollars per Thousand Cubic Feet),2.48,$/MCF
11119,1987,SVT,USA-VT,EPG0,Natural Gas,PG1,City Gate Price,N3050VT3,Natural Gas Citygate Price in Vermont (Dollars per Thousand Cubic Feet),2.72,$/MCF
11120,1987,SIA,USA-IA,EPG0,Natural Gas,PG1,City Gate Price,N3050IA3,Natural Gas Citygate Price in Iowa (Dollars per Thousand Cubic Feet),2.88,$/MCF
11121,1987,SUT,USA-UT,EPG0,Natural Gas,PG1,City Gate Price,N3050UT3,Natural Gas Citygate Price in Utah (Dollars per Thousand Cubic Feet),3.14,$/MCF
11122,1987,SSD,USA-SD,EPG0,Natural Gas,PG1,City Gate Price,N3050SD3,Natural Gas Citygate Price in South Dakota (Dollars per Thousand Cubic Feet),3.17,$/MCF
11123,1987,SNV,USA-NV,EPG0,Natural Gas,PG1,City Gate Price,N3050NV3,Natural Gas Citygate Price in Nevada (Dollars per Thousand Cubic Feet),2.83,$/MCF
11124,1987,SMD,USA-MD,EPG0,Natural Gas,PG1,City Gate Price,N3050MD3,Natural Gas Citygate Price in Maryland (Dollars per Thousand Cubic Feet),3.18,$/MCF
11125,1987,SOR,USA-OR,EPG0,Natural Gas,PG1,City Gate Price,N3050OR3,Natural Gas Citygate Price in Oregon (Dollars per Thousand Cubic Feet),2.49,$/MCF
11126,1987,SMS,USA-MS,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020MS3,Mississippi Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.29,$/MCF
11127,1987,SHI,USA-HI,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020HI3,Hawaii Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),11.76,$/MCF
11128,1987,SPA,USA-PA,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010PA3,Pennsylvania Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),6.03,$/MCF
11129,1987,SVA,USA-VA,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010VA3,Virginia Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),5.86,$/MCF
11130,1987,SND,USA-ND,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010ND3,North Dakota Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),5.47,$/MCF
11131,1987,SIA,USA-IA,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020IA3,Iowa Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),3.87,$/MCF
11132,1987,SFL,FLORIDA,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020FL3,Florida Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),4.69,$/MCF
11133,1987,SIL,USA-IL,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010IL3,Illinois Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),4.81,$/MCF
11134,1987,SSD,USA-SD,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010SD3,South Dakota Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),4.87,$/MCF
11135,1987,SNH,USA-NH,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NH3,New Hampshire Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),6.5,$/MCF
11136,1987,SNE,USA-NE,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SNE_3,Nebraska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.2,$/MCF
11137,1987,SFL,FLORIDA,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SFL_3,Florida Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.11,$/MCF
11138,1987,SPA,USA-PA,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SPA_3,Pennsylvania Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.38,$/MCF
11139,1987,SNC,USA-NC,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SNC_3,North Carolina Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.43,$/MCF
11140,1987,SMS,USA-MS,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SMS_3,Mississippi Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),1.99,$/MCF
11141,1987,SGA,USA-GA,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SGA_3,Georgia Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.5,$/MCF
11142,1987,SIN,USA-IN,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SIN_3,Indiana Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.52,$/MCF
11143,1987,SAK,USA-AK,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),0.65,$/MCF
11144,1987,SOR,USA-OR,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SOR_3,Oregon Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.0,$/MCF
11145,1987,SOH,OHIO,EPG0,Natural Gas,PGP,Pipeline Fuel Consumption (Price),NA1480_SOH_3,Ohio Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet),2.64,$/MCF
11146,1987,SUT,USA-UT,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SUT_3,Utah Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),1.88,$/MCF
11147,1987,NUS-Z00,U.S.,EPG0,Natural Gas,PNG,Liquefied Natural Gas Exports Price,N9133US3,Price of Liquefied U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),3.15,$/MCF
11148,1987,NUS-Z00,U.S.,EPG0,Natural Gas,PEX,Exports (Price),N9130US3,Price of U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),3.07,$/MCF
11149,1987,SKS,USA-KS,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010KS3,Kansas Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),4.09,$/MCF
11150,1987,SIN,USA-IN,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010IN3,Indiana Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),4.95,$/MCF
11151,1987,NUS-Z00,U.S.,EPG0,Natural Gas,PNP,Pipeline Exports (Price),N9132US3,Price of U.S. Natural Gas Pipeline Exports (Dollars per Thousand Cubic Feet),2.35,$/MCF
11152,1987,SIN,USA-IN,EPG0,Natural Gas,PG1,City Gate Price,N3050IN3,Natural Gas Citygate Price in Indiana (Dollars per Thousand Cubic Feet),3.12,$/MCF
11153,1987,SWY,USA-WY,EPG0,Natural Gas,PG1,City Gate Price,N3050WY3,Natural Gas Citygate Price in Wyoming (Dollars per Thousand Cubic Feet),3.03,$/MCF
11154,1987,SNJ,USA-NJ,EPG0,Natural Gas,PG1,City Gate Price,N3050NJ3,Natural Gas Citygate Price in New Jersey (Dollars per Thousand Cubic Feet),2.99,$/MCF
11155,1987,STN,USA-TN,EPG0,Natural Gas,PG1,City Gate Price,N3050TN3,Natural Gas Citygate Price in Tennessee (Dollars per Thousand Cubic Feet),2.77,$/MCF
11156,1987,SOH,OHIO,EPG0,Natural Gas,PG1,City Gate Price,N3050OH3,Natural Gas Citygate Price in Ohio (Dollars per Thousand Cubic Feet),3.4,$/MCF
11157,1987,SMI,USA-MI,EPG0,Natural Gas,PG1,City Gate Price,N3050MI3,Natural Gas Citygate Price in Michigan (Dollars per Thousand Cubic Feet),3.97,$/MCF
11158,1987,SMN,MINNESOTA,EPG0,Natural Gas,PG1,City Gate Price,N3050MN3,Natural Gas Citygate Price in Minnesota (Dollars per Thousand Cubic Feet),2.72,$/MCF
11159,1987,SMA,MASSACHUSETTS,EPG0,Natural Gas,PG1,City Gate Price,N3050MA3,Natural Gas Citygate Price in Massachusetts (Dollars per Thousand Cubic Feet),2.96,$/MCF
11160,1987,SWY,USA-WY,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020WY3,Wyoming Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),4.47,$/MCF
11161,1987,SPA,USA-PA,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020PA3,Pennsylvania Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.42,$/MCF
11162,1987,NUS,U.S.,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020US4,Percent of Commercial Natural Gas Deliveries in U.S. Total Represented by the Price (%),93.1,%
