,period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
0,2010,SAR,USA-AR,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010AR3,Arkansas Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.53,$/MCF
1,2010,SNH-Z00,USA-NH,EPG0,Natural Gas,PEX,Exports (Price),NGA_EPG0_PEX_SNH-Z00_DMCF,Price of New Hampshire Natural Gas Exports (Dollars per Thousand Cubic Feet),,$/MCF
2,2010,SIN,USA-IN,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SIN_3,Indiana Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),5.19,$/MCF
3,2010,SPA,USA-PA,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SPA_3,Pennsylvania Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),3.76,$/MCF
4,2010,SWY,USA-WY,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SWY_3,Wyoming Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),10.08,$/MCF
5,2010,SOK,USA-OK,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SOK_3,Oklahoma Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),8.18,$/MCF
6,2010,SMA,MASSACHUSETTS,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SMA_3,Massachusetts Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),12.48,$/MCF
7,2010,SMS,USA-MS,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SMS_4,Mississippi Natural Gas % of Total Residential - Sales (%),100.0,%
8,2010,SDE,USA-DE,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SDE_3,Delaware Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),24.55,$/MCF
9,2010,SMN,MINNESOTA,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SMN_4,Minnesota Natural Gas % of Total Residential - Sales (%),100.0,%
10,2010,SLA,USA-LA,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SLA_4,Louisiana Natural Gas % of Total Residential - Sales (%),100.0,%
11,2010,SVA,USA-VA,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SVA_4,Virginia Natural Gas % of Total Residential - Sales (%),100.0,%
12,2010,SNE,USA-NE,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SNE_4,Nebraska Natural Gas % of Total Residential - Sales (%),87.4,%
13,2010,SOH,OHIO,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SOH_4,Ohio Natural Gas % of Total Residential - Sales (%),100.0,%
14,2010,SCA,CALIFORNIA,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SCA_4,California Natural Gas % of Total Residential - Sales (%),98.5,%
15,2010,SAZ,USA-AZ,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SAZ_4,Arizona Natural Gas % of Total Residential - Sales (%),100.0,%
16,2010,SNH-Z00,USA-NH,EPG0,Natural Gas,PM0,Imports Price,NA1274_SNH_3,New Hampshire Natural Gas Imports Price (Dollars per Thousand Cubic Feet),5.48,$/MCF
17,2010,SMN-Z00,MINNESOTA,EPG0,Natural Gas,PM0,Imports Price,NA1274_SMN_3,Minnesota Natural Gas Imports Price (Dollars per Thousand Cubic Feet),4.49,$/MCF
18,2010,SNY-Z00,NEW YORK,EPG0,Natural Gas,PEX,Exports (Price),NA1284_SNY-Z00_3,New York Natural Gas Exports (Price) All Countries (Dollars per Thousand Cubic Feet),,$/MCF
19,2010,SME-Z00,USA-ME,EPG0,Natural Gas,PM0,Imports Price,NA1274_SME_3,Maine Natural Gas Imports Price (Dollars per Thousand Cubic Feet),4.94,$/MCF
20,2010,SMS,USA-MS,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SMS_3,Mississippi Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),4.17,$/MCF
21,2010,SIL,USA-IL,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SIL_3,Illinois Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),,$/MCF
22,2010,SMT,USA-MT,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SMT_3,Montana Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),3.64,$/MCF
23,2010,SNE,USA-NE,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SNE_3,Nebraska Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),3.98,$/MCF
24,2010,NUS-Z00,U.S.,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102US3,U.S. Natural Gas Pipeline Imports Price (Dollars per Thousand Cubic Feet),4.46,$/MCF
25,2010,SRI,USA-RI,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020RI3,Rhode Island Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),14.46,$/MCF
26,2010,SNC,USA-NC,EPG0,Natural Gas,PEU,Electric Power Price,N3045NC3,North Carolina Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
27,2010,SGA,USA-GA,EPG0,Natural Gas,PG1,City Gate Price,N3050GA3,Natural Gas Citygate Price in Georgia (Dollars per Thousand Cubic Feet),5.93,$/MCF
28,2010,SAL,USA-AL,EPG0,Natural Gas,PG1,City Gate Price,N3050AL3,Natural Gas Citygate Price in Alabama (Dollars per Thousand Cubic Feet),6.46,$/MCF
29,2010,STN,USA-TN,EPG0,Natural Gas,PEU,Electric Power Price,N3045TN3,Tennessee Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),5.04,$/MCF
30,2010,SOR,USA-OR,EPG0,Natural Gas,PEU,Electric Power Price,N3045OR3,Oregon Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),4.57,$/MCF
31,2010,SIN,USA-IN,EPG0,Natural Gas,PEU,Electric Power Price,N3045IN3,Indiana Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),4.91,$/MCF
32,2010,SAZ,USA-AZ,EPG0,Natural Gas,PEU,Electric Power Price,N3045AZ3,Arizona Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),4.84,$/MCF
33,2010,SNE,USA-NE,EPG0,Natural Gas,PG1,City Gate Price,N3050NE3,Natural Gas Citygate Price in Nebraska (Dollars per Thousand Cubic Feet),5.62,$/MCF
34,2010,STX,TEXAS,EPG0,Natural Gas,PG1,City Gate Price,N3050TX3,Natural Gas Citygate Price in Texas (Dollars per Thousand Cubic Feet),5.89,$/MCF
35,2010,SND,USA-ND,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035ND4,Percent of Industrial Natural Gas Deliveries in North Dakota Represented by the Price (%),29.7,%
36,2010,SMA,MASSACHUSETTS,EPG0,Natural Gas,PEU,Electric Power Price,N3045MA3,Massachusetts Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),5.44,$/MCF
37,2010,SKS,USA-KS,EPG0,Natural Gas,PEU,Electric Power Price,N3045KS3,Kansas Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),5.05,$/MCF
38,2010,SVT,USA-VT,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035VT4,Percent of Industrial Natural Gas Deliveries in Vermont Represented by the Price (%),77.1,%
39,2010,STX,TEXAS,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035TX4,Percent of Industrial Natural Gas Deliveries in Texas Represented by the Price (%),48.6,%
40,2010,SNH,USA-NH,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035NH4,Percent of Industrial Natural Gas Deliveries in New Hampshire Represented by the Price (%),12.8,%
41,2010,SME,USA-ME,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035ME4,Percent of Industrial Natural Gas Deliveries in Maine Represented by the Price (%),0.6,%
42,2010,SWI,USA-WI,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020WI4,Percent of Commercial Natural Gas Deliveries in Wisconsin Represented by the Price (%),76.2,%
43,2010,STX,TEXAS,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020TX3,Texas Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.9,$/MCF
44,2010,STN,USA-TN,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020TN4,Percent of Commercial Natural Gas Deliveries in Tennessee Represented by the Price (%),90.8,%
45,2010,SWV,USA-WV,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035WV4,Percent of Industrial Natural Gas Deliveries in West Virginia Represented by the Price (%),14.7,%
46,2010,SOR,USA-OR,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035OR4,Percent of Industrial Natural Gas Deliveries in Oregon Represented by the Price (%),17.1,%
47,2010,SNY,NEW YORK,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035NY4,Percent of Industrial Natural Gas Deliveries in New York Represented by the Price (%),10.6,%
48,2010,SKY,USA-KY,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035KY4,Percent of Industrial Natural Gas Deliveries in Kentucky Represented by the Price (%),17.9,%
49,2010,SVA,USA-VA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020VA4,Percent of Commercial Natural Gas Deliveries in Virginia Represented by the Price (%),100.0,%
50,2010,NUS,U.S.,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),9.47,$/MCF
51,2010,SMD,USA-MD,EPG0,Natural Gas,PIN,Industrial Price,N3035MD3,Maryland Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),9.05,$/MCF
52,2010,SMA,MASSACHUSETTS,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035MA4,Percent of Industrial Natural Gas Deliveries in Massachusetts Represented by the Price (%),19.4,%
53,2010,SHI,USA-HI,EPG0,Natural Gas,PIN,Industrial Price,N3035HI3,Hawaii Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),24.1,$/MCF
54,2010,SAL,USA-AL,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035AL4,Percent of Industrial Natural Gas Deliveries in Alabama Represented by the Price (%),23.7,%
55,2010,SNM,USA-NM,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NM3,New Mexico Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.47,$/MCF
56,2010,SND,USA-ND,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020ND3,North Dakota Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.03,$/MCF
57,2010,SMO,USA-MO,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MO4,Percent of Commercial Natural Gas Deliveries in Missouri Represented by the Price (%),76.5,%
58,2010,SMD,USA-MD,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020MD3,Maryland Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),9.87,$/MCF
59,2010,SPA,USA-PA,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010PA3,Pennsylvania Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.9,$/MCF
60,2010,SWY,USA-WY,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020WY4,Percent of Commercial Natural Gas Deliveries in Wyoming Represented by the Price (%),65.3,%
61,2010,SSC,USA-SC,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020SC3,South Carolina Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),10.34,$/MCF
62,2010,SMT,USA-MT,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020MT3,Montana Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),8.54,$/MCF
63,2010,SCA,CALIFORNIA,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010CA3,California Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.92,$/MCF
64,2010,SHI,USA-HI,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010HI3,Hawaii Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),44.5,$/MCF
65,2010,SOK,USA-OK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010OK3,Oklahoma Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.12,$/MCF
66,2010,SUT,USA-UT,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SUT_3,Utah Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),11.61,$/MCF
67,2010,SFL,FLORIDA,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SFL_3,Florida Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),17.98,$/MCF
68,2010,SCA-Z00,CALIFORNIA,EPG0,Natural Gas,PM0,Imports Price,NGA_EPG0_PM0_SCA-Z00_DMCF,California Natural Gas Imports Price All Countries (Dollars per Thousand Cubic Feet),4.76,$/MCF
69,2010,SVA,USA-VA,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SVA_3,Virginia Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),4.31,$/MCF
70,2010,STN,USA-TN,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_STN_3,Tennessee Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),8.16,$/MCF
71,2010,SAL,USA-AL,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SAL_3,Alabama Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),16.24,$/MCF
72,2010,SNV,USA-NV,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SNV_3,Nevada Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),8.13,$/MCF
73,2010,SIA,USA-IA,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SIA_3,Iowa Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),,$/MCF
74,2010,SNC,USA-NC,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SNC_4,North Carolina Natural Gas % of Total Residential - Sales (%),100.0,%
75,2010,SMI,USA-MI,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SMI_4,Michigan Natural Gas % of Total Residential - Sales (%),91.9,%
76,2010,SWA,WASHINGTON,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SWA_4,Washington Natural Gas % of Total Residential - Sales (%),100.0,%
77,2010,SKY,USA-KY,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SKY_4,Kentucky Natural Gas % of Total Residential - Sales (%),95.7,%
78,2010,SFL,FLORIDA,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SFL_4,Florida Natural Gas % of Total Residential - Sales (%),100.0,%
79,2010,SID-Z00,USA-ID,EPG0,Natural Gas,PEX,Exports (Price),NA1284_SID-Z00_3,Idaho Natural Gas Exports (Price) All Countries (Dollars per Thousand Cubic Feet),5.85,$/MCF
80,2010,SMT-Z00,USA-MT,EPG0,Natural Gas,PEX,Exports (Price),NA1284_SMT_3,Price of Montana Natural Gas Exports (Dollars per Thousand Cubic Feet),4.05,$/MCF
81,2010,STX-Z00,TEXAS,EPG0,Natural Gas,PM0,Imports Price,NA1274_STX_3,Texas Natural Gas Imports Price (Dollars per Thousand Cubic Feet),6.72,$/MCF
82,2010,SGA-Z00,USA-GA,EPG0,Natural Gas,PM0,Imports Price,NA1274_SGA-Z00_3,Georgia Natural Gas Imports Price All Countries (Dollars per Thousand Cubic Feet),4.39,$/MCF
83,2010,SNY-Z00,NEW YORK,EPG0,Natural Gas,PM0,Imports Price,NA1274_SNY_3,New York Natural Gas Imports Price (Dollars per Thousand Cubic Feet),5.43,$/MCF
84,2010,SSD,USA-SD,EPG0,Natural Gas,PEU,Electric Power Price,N3045SD3,South Dakota Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),5.5,$/MCF
85,2010,SMT,USA-MT,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035MT4,Percent of Industrial Natural Gas Deliveries in Montana Represented by the Price (%),1.5,%
86,2010,NUS-Z00,U.S.,EPG0,Natural Gas,PEX,Exports (Price),N9130US3,Price of U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),5.02,$/MCF
87,2010,SNV,USA-NV,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA_EPG0_FWA_SNV_DMCF,Nevada Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),,$/MCF
88,2010,SKY,USA-KY,EPG0,Natural Gas,PG1,City Gate Price,N3050KY3,Natural Gas Citygate Price in Kentucky (Dollars per Thousand Cubic Feet),5.69,$/MCF
89,2010,SLA,USA-LA,EPG0,Natural Gas,PEU,Electric Power Price,N3045LA3,Louisiana Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),4.79,$/MCF
90,2010,SCO,COLORADO,EPG0,Natural Gas,PEU,Electric Power Price,N3045CO3,Colorado Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),5.16,$/MCF
91,2010,SVT,USA-VT,EPG0,Natural Gas,PG1,City Gate Price,N3050VT3,Natural Gas Citygate Price in Vermont (Dollars per Thousand Cubic Feet),8.29,$/MCF
92,2010,SWY,USA-WY,EPG0,Natural Gas,PIN,Industrial Price,N3035WY3,Wyoming Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),4.91,$/MCF
93,2010,SWI,USA-WI,EPG0,Natural Gas,PIN,Industrial Price,N3035WI3,Wisconsin Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),7.56,$/MCF
94,2010,SNM,USA-NM,EPG0,Natural Gas,PG1,City Gate Price,N3050NM3,Natural Gas Citygate Price in New Mexico (Dollars per Thousand Cubic Feet),4.84,$/MCF
95,2010,SSC,USA-SC,EPG0,Natural Gas,PG1,City Gate Price,N3050SC3,Natural Gas Citygate Price in South Carolina (Dollars per Thousand Cubic Feet),6.17,$/MCF
96,2010,SMD,USA-MD,EPG0,Natural Gas,PEU,Electric Power Price,N3045MD3,Maryland Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),5.77,$/MCF
97,2010,SNJ,USA-NJ,EPG0,Natural Gas,PG1,City Gate Price,N3050NJ3,Natural Gas Citygate Price in New Jersey (Dollars per Thousand Cubic Feet),8.41,$/MCF
98,2010,SIL,USA-IL,EPG0,Natural Gas,PG1,City Gate Price,N3050IL3,Natural Gas Citygate Price in Illinois (Dollars per Thousand Cubic Feet),5.52,$/MCF
99,2010,SNM,USA-NM,EPG0,Natural Gas,PEU,Electric Power Price,N3045NM3,New Mexico Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
100,2010,SNJ,USA-NJ,EPG0,Natural Gas,PEU,Electric Power Price,N3045NJ3,New Jersey Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),5.66,$/MCF
101,2010,SPA,USA-PA,EPG0,Natural Gas,PG1,City Gate Price,N3050PA3,Natural Gas Citygate Price in Pennsylvania (Dollars per Thousand Cubic Feet),7.04,$/MCF
102,2010,SOH,OHIO,EPG0,Natural Gas,PG1,City Gate Price,N3050OH3,Natural Gas Citygate Price in Ohio (Dollars per Thousand Cubic Feet),6.87,$/MCF
103,2010,SMI,USA-MI,EPG0,Natural Gas,PEU,Electric Power Price,N3045MI3,Michigan Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),4.97,$/MCF
104,2010,SND,USA-ND,EPG0,Natural Gas,PIN,Industrial Price,N3035ND3,North Dakota Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),5.22,$/MCF
105,2010,SNE,USA-NE,EPG0,Natural Gas,PEU,Electric Power Price,N3045NE3,Nebraska Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
106,2010,SID,USA-ID,EPG0,Natural Gas,PEU,Electric Power Price,N3045ID3,Idaho Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
107,2010,SMN,MINNESOTA,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035MN4,Percent of Industrial Natural Gas Deliveries in Minnesota Represented by the Price (%),22.4,%
108,2010,SDE,USA-DE,EPG0,Natural Gas,PIN,Industrial Price,N3035DE3,Delaware Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),10.18,$/MCF
109,2010,SWY,USA-WY,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020WY3,Wyoming Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.13,$/MCF
110,2010,SUT,USA-UT,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020UT3,Utah Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),6.83,$/MCF
111,2010,SWA,WASHINGTON,EPG0,Natural Gas,PIN,Industrial Price,N3035WA3,Washington Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),9.37,$/MCF
112,2010,SNV,USA-NV,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035NV4,Percent of Industrial Natural Gas Deliveries in Nevada Represented by the Price (%),18.4,%
113,2010,SNE,USA-NE,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035NE4,Percent of Industrial Natural Gas Deliveries in Nebraska Represented by the Price (%),8.2,%
114,2010,SFL,FLORIDA,EPG0,Natural Gas,PIN,Industrial Price,N3035FL3,Florida Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),8.33,$/MCF
115,2010,SLA,USA-LA,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035LA4,Percent of Industrial Natural Gas Deliveries in Louisiana Represented by the Price (%),16.7,%
116,2010,NUS,U.S.,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020US4,Percent of Commercial Natural Gas Deliveries in U.S. Total Represented by the Price (%),77.5,%
117,2010,SAR,USA-AR,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020AR3,Arkansas Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),8.89,$/MCF
118,2010,SVT,USA-VT,EPG0,Natural Gas,PIN,Industrial Price,N3035VT3,Vermont Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),6.57,$/MCF
119,2010,SNM,USA-NM,EPG0,Natural Gas,PIN,Industrial Price,N3035NM3,New Mexico Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),6.17,$/MCF
120,2010,SKS,USA-KS,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035KS4,Percent of Industrial Natural Gas Deliveries in Kansas Represented by the Price (%),7.0,%
121,2010,SAK,USA-AK,EPG0,Natural Gas,PIN,Industrial Price,N3035AK3,Alaska Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),4.23,$/MCF
122,2010,SNJ,USA-NJ,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NJ3,New Jersey Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),10.11,$/MCF
123,2010,SNE,USA-NE,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NE3,Nebraska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.08,$/MCF
124,2010,SIL,USA-IL,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020IL4,Percent of Commercial Natural Gas Deliveries in Illinois Represented by the Price (%),42.3,%
125,2010,SIA,USA-IA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020IA4,Percent of Commercial Natural Gas Deliveries in Iowa Represented by the Price (%),72.0,%
126,2010,SIN,USA-IN,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020IN4,Percent of Commercial Natural Gas Deliveries in Indiana Represented by the Price (%),72.5,%
127,2010,SIL,USA-IL,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020IL3,Illinois Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),8.76,$/MCF
128,2010,SMI,USA-MI,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010MI3,Michigan Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.32,$/MCF
129,2010,SNE,USA-NE,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NE3,Nebraska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.95,$/MCF
130,2010,SNC,USA-NC,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NC3,North Carolina Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.5,$/MCF
131,2010,SAL,USA-AL,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010AL3,Alabama Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),15.79,$/MCF
132,2010,SAR,USA-AR,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020AR4,Percent of Commercial Natural Gas Deliveries in Arkansas Represented by the Price (%),55.6,%
133,2010,SCT,USA-CT,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010CT3,Connecticut Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),14.93,$/MCF
134,2010,SIL,USA-IL,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010IL3,Illinois Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.39,$/MCF
135,2010,SMT,USA-MT,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MT4,Percent of Commercial Natural Gas Deliveries in Montana Represented by the Price (%),54.6,%
136,2010,SDC,USA-DC,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020DC4,Percent of Commercial Natural Gas Deliveries in District of Columbia Represented by the Price (%),100.0,%
137,2010,SLA-Z00,USA-LA,EPG0,Natural Gas,PEX,Exports (Price),NGA_EPG0_PEX_SLA-Z00_DMCF,Louisiana Natural Gas Exports (Price) From All Countries (Dollars per Thousand Cubic Feet),7.07,$/MCF
138,2010,SND,USA-ND,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SND_3,North Dakota Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),8.84,$/MCF
139,2010,SSC,USA-SC,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SSC_4,South Carolina Natural Gas % of Total Residential - Sales (%),100.0,%
140,2010,SNM,USA-NM,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SNM_4,New Mexico Natural Gas % of Total Residential - Sales (%),100.0,%
141,2010,SMT,USA-MT,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SMT_4,Montana Natural Gas % of Total Residential - Sales (%),99.8,%
142,2010,NUS,U.S.,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_NUS_4,U.S. Natural Gas % of Total Residential - Sales (%),97.4,%
