,period,stateRegionId,stateRegionDescription,coalRankId,coalRankDescription,mineTypeId,mineTypeDescription,average-employees,labor-hours,number-of-mines,production,productivity,average-employees-units,labor-hours-units,number-of-mines-units,production-units,productivity-units
802,2007,UNT,Uinta Basin,BIT,Bituminous,ALL,All,,,16.0,51446169,,number of employees,hours,number of mines,short tons,short tons per labor hour
803,2007,UNT,Uinta Basin,TOT,All,ALL,All,4165.0,8846589.0,19.0,59814521,6.76,number of employees,hours,number of mines,short tons,short tons per labor hour
804,2007,WSB,Western Region Total,SUB,Subbituminous,UND,Underground,,,2.0,2869000,,number of employees,hours,number of mines,short tons,short tons per labor hour
805,2007,WSB,Western Region Total,BIT,Bituminous,UND,Underground,,,19.0,58814308,,number of employees,hours,number of mines,short tons,short tons per labor hour
806,2007,WSB,Western Region Total,TOT,All,UND,Underground,4329.0,9159038.0,21.0,61683308,6.73,number of employees,hours,number of mines,short tons,short tons per labor hour
807,2007,WSB,Western Region Total,SUB,Subbituminous,SUR,Surface,,,29.0,520855347,,number of employees,hours,number of mines,short tons,short tons per labor hour
808,2007,WSB,Western Region Total,LIG,Lignite,SUR,Surface,,,5.0,29964657,,number of employees,hours,number of mines,short tons,short tons per labor hour
809,2007,WSB,Western Region Total,BIT,Bituminous,SUR,Surface,,,3.0,8508503,,number of employees,hours,number of mines,short tons,short tons per labor hour
810,2007,WSB,Western Region Total,TOT,All,SUR,Surface,10161.0,21283623.0,37.0,559328507,26.28,number of employees,hours,number of mines,short tons,short tons per labor hour
811,2007,WSB,Western Region Total,SUB,Subbituminous,ALL,All,,,31.0,523724347,,number of employees,hours,number of mines,short tons,short tons per labor hour
812,2007,WSB,Western Region Total,LIG,Lignite,ALL,All,,,5.0,29964657,,number of employees,hours,number of mines,short tons,short tons per labor hour
813,2007,WSB,Western Region Total,BIT,Bituminous,ALL,All,,,22.0,67322811,,number of employees,hours,number of mines,short tons,short tons per labor hour
814,2007,WSB,Western Region Total,TOT,All,ALL,All,14490.0,30442661.0,58.0,621011815,20.4,number of employees,hours,number of mines,short tons,short tons per labor hour
815,2007,INT,Interior Region Total,BIT,Bituminous,UND,Underground,,,34.0,62519067,,number of employees,hours,number of mines,short tons,short tons per labor hour
816,2007,INT,Interior Region Total,TOT,All,UND,Underground,7433.0,17778879.0,34.0,62519067,3.52,number of employees,hours,number of mines,short tons,short tons per labor hour
817,2007,INT,Interior Region Total,LIG,Lignite,SUR,Surface,,,14.0,48620258,,number of employees,hours,number of mines,short tons,short tons per labor hour
818,2007,INT,Interior Region Total,BIT,Bituminous,SUR,Surface,,,52.0,35528281,,number of employees,hours,number of mines,short tons,short tons per labor hour
819,2007,INT,Interior Region Total,TOT,All,SUR,Surface,5392.0,12442452.0,66.0,84148539,6.76,number of employees,hours,number of mines,short tons,short tons per labor hour
820,2007,INT,Interior Region Total,LIG,Lignite,ALL,All,,,14.0,48620258,,number of employees,hours,number of mines,short tons,short tons per labor hour
821,2007,INT,Interior Region Total,BIT,Bituminous,ALL,All,,,86.0,98047348,,number of employees,hours,number of mines,short tons,short tons per labor hour
822,2007,INT,Interior Region Total,TOT,All,ALL,All,12825.0,30221331.0,100.0,146667606,4.85,number of employees,hours,number of mines,short tons,short tons per labor hour
823,2007,ESC,East South Central,TOT,All,ALL,All,21579.0,49087179.0,484.0,140807322,2.87,number of employees,hours,number of mines,short tons,short tons per labor hour
824,2007,ND,North Dakota,LIG,Lignite,ALL,All,,,4.0,29606266,,number of employees,hours,number of mines,short tons,short tons per labor hour
825,2007,ND,North Dakota,TOT,All,ALL,All,975.0,1885656.0,4.0,29606266,15.7,number of employees,hours,number of mines,short tons,short tons per labor hour
826,2007,MO,Missouri,BIT,Bituminous,SUR,Surface,,,2.0,236107,,number of employees,hours,number of mines,short tons,short tons per labor hour
827,2007,MO,Missouri,TOT,All,SUR,Surface,14.0,33919.0,2.0,236107,6.96,number of employees,hours,number of mines,short tons,short tons per labor hour
828,2007,MO,Missouri,BIT,Bituminous,ALL,All,,,2.0,236107,,number of employees,hours,number of mines,short tons,short tons per labor hour
829,2007,MO,Missouri,TOT,All,ALL,All,14.0,33919.0,2.0,236107,6.96,number of employees,hours,number of mines,short tons,short tons per labor hour
830,2007,WVS,West Virginia (Southern),BIT,Bituminous,UND,Underground,,,145.0,48776944,,number of employees,hours,number of mines,short tons,short tons per labor hour
831,2007,WVS,West Virginia (Southern),TOT,All,UND,Underground,9552.0,21177122.0,145.0,48776944,2.3,number of employees,hours,number of mines,short tons,short tons per labor hour
832,2007,WVS,West Virginia (Southern),BIT,Bituminous,SUR,Surface,,,94.0,62483315,,number of employees,hours,number of mines,short tons,short tons per labor hour
833,2007,WVS,West Virginia (Southern),TOT,All,SUR,Surface,5957.0,14704839.0,94.0,62483315,4.25,number of employees,hours,number of mines,short tons,short tons per labor hour
834,2007,WVS,West Virginia (Southern),BIT,Bituminous,ALL,All,,,239.0,111260259,,number of employees,hours,number of mines,short tons,short tons per labor hour
835,2007,WVS,West Virginia (Southern),TOT,All,ALL,All,15509.0,35881961.0,239.0,111260259,3.1,number of employees,hours,number of mines,short tons,short tons per labor hour
836,2007,WVN,West Virginia (Northern),BIT,Bituminous,UND,Underground,,,23.0,36075570,,number of employees,hours,number of mines,short tons,short tons per labor hour
837,2007,WVN,West Virginia (Northern),TOT,All,UND,Underground,3889.0,8902822.0,23.0,36075570,4.05,number of employees,hours,number of mines,short tons,short tons per labor hour
838,2007,WVN,West Virginia (Northern),BIT,Bituminous,SUR,Surface,,,20.0,6143686,,number of employees,hours,number of mines,short tons,short tons per labor hour
839,2007,WVN,West Virginia (Northern),TOT,All,SUR,Surface,651.0,1440891.0,20.0,6143686,4.26,number of employees,hours,number of mines,short tons,short tons per labor hour
840,2007,WVN,West Virginia (Northern),BIT,Bituminous,ALL,All,,,43.0,42219256,,number of employees,hours,number of mines,short tons,short tons per labor hour
841,2007,WVN,West Virginia (Northern),TOT,All,ALL,All,4540.0,10343713.0,43.0,42219256,4.08,number of employees,hours,number of mines,short tons,short tons per labor hour
842,2007,WV,West Virginia,BIT,Bituminous,UND,Underground,,,168.0,84852514,,number of employees,hours,number of mines,short tons,short tons per labor hour
843,2007,WV,West Virginia,TOT,All,UND,Underground,13441.0,30079944.0,168.0,84852514,2.82,number of employees,hours,number of mines,short tons,short tons per labor hour
844,2007,WV,West Virginia,BIT,Bituminous,SUR,Surface,,,114.0,68627001,,number of employees,hours,number of mines,short tons,short tons per labor hour
845,2007,WV,West Virginia,TOT,All,SUR,Surface,6608.0,16145730.0,114.0,68627001,4.25,number of employees,hours,number of mines,short tons,short tons per labor hour
846,2007,WV,West Virginia,BIT,Bituminous,ALL,All,,,282.0,153479515,,number of employees,hours,number of mines,short tons,short tons per labor hour
847,2007,WV,West Virginia,TOT,All,ALL,All,20049.0,46225674.0,282.0,153479515,3.32,number of employees,hours,number of mines,short tons,short tons per labor hour
848,2007,VA,Virginia,BIT,Bituminous,UND,Underground,,,71.0,15730585,,number of employees,hours,number of mines,short tons,short tons per labor hour
849,2007,VA,Virginia,TOT,All,UND,Underground,3363.0,6993693.0,71.0,15730585,2.25,number of employees,hours,number of mines,short tons,short tons per labor hour
850,2007,VA,Virginia,BIT,Bituminous,SUR,Surface,,,47.0,9615498,,number of employees,hours,number of mines,short tons,short tons per labor hour
851,2007,VA,Virginia,TOT,All,SUR,Surface,1400.0,3251827.0,47.0,9615498,2.96,number of employees,hours,number of mines,short tons,short tons per labor hour
852,2007,VA,Virginia,BIT,Bituminous,ALL,All,,,118.0,25346083,,number of employees,hours,number of mines,short tons,short tons per labor hour
853,2007,VA,Virginia,TOT,All,ALL,All,4763.0,10245520.0,118.0,25346083,2.47,number of employees,hours,number of mines,short tons,short tons per labor hour
854,2007,MD,Maryland,BIT,Bituminous,UND,Underground,,,2.0,610696,,number of employees,hours,number of mines,short tons,short tons per labor hour
855,2007,MD,Maryland,TOT,All,UND,Underground,131.0,292043.0,2.0,610696,2.09,number of employees,hours,number of mines,short tons,short tons per labor hour
856,2007,MD,Maryland,BIT,Bituminous,SUR,Surface,,,17.0,1690489,,number of employees,hours,number of mines,short tons,short tons per labor hour
857,2007,MD,Maryland,TOT,All,SUR,Surface,244.0,529267.0,17.0,1690489,3.19,number of employees,hours,number of mines,short tons,short tons per labor hour
858,2007,MD,Maryland,BIT,Bituminous,ALL,All,,,19.0,2301185,,number of employees,hours,number of mines,short tons,short tons per labor hour
859,2007,MD,Maryland,TOT,All,ALL,All,375.0,821310.0,19.0,2301185,2.8,number of employees,hours,number of mines,short tons,short tons per labor hour
860,2007,SAT,South Atlantic,BIT,Bituminous,UND,Underground,,,241.0,101193795,,number of employees,hours,number of mines,short tons,short tons per labor hour
861,2007,SAT,South Atlantic,TOT,All,UND,Underground,16935.0,37365680.0,241.0,101193795,2.71,number of employees,hours,number of mines,short tons,short tons per labor hour
862,2007,SAT,South Atlantic,BIT,Bituminous,SUR,Surface,,,178.0,79932988,,number of employees,hours,number of mines,short tons,short tons per labor hour
863,2007,SAT,South Atlantic,TOT,All,SUR,Surface,8252.0,19926824.0,178.0,79932988,4.01,number of employees,hours,number of mines,short tons,short tons per labor hour
864,2007,SAT,South Atlantic,BIT,Bituminous,ALL,All,,,419.0,181126783,,number of employees,hours,number of mines,short tons,short tons per labor hour
865,2007,SAT,South Atlantic,TOT,All,ALL,All,25187.0,57292504.0,419.0,181126783,3.16,number of employees,hours,number of mines,short tons,short tons per labor hour
866,2007,ND,North Dakota,LIG,Lignite,SUR,Surface,,,4.0,29606266,,number of employees,hours,number of mines,short tons,short tons per labor hour
867,2007,ND,North Dakota,TOT,All,SUR,Surface,975.0,1885656.0,4.0,29606266,15.7,number of employees,hours,number of mines,short tons,short tons per labor hour
868,2007,WY,Wyoming,SUB,Subbituminous,UND,Underground,,,1.0,2821835,,number of employees,hours,number of mines,short tons,short tons per labor hour
869,2007,WY,Wyoming,TOT,All,UND,Underground,204.0,435957.0,1.0,2821835,6.47,number of employees,hours,number of mines,short tons,short tons per labor hour
870,2007,WY,Wyoming,SUB,Subbituminous,SUR,Surface,,,18.0,450626369,,number of employees,hours,number of mines,short tons,short tons per labor hour
871,2007,APS,Appalachia Southern,TOT,All,ALL,All,3856.0,8683153.0,49.0,19327303,2.23,number of employees,hours,number of mines,short tons,short tons per labor hour
872,2007,APN,Appalachia Northern,BIT,Bituminous,UND,Underground,,,73.0,105799275,,number of employees,hours,number of mines,short tons,short tons per labor hour
873,2007,APN,Appalachia Northern,ANT,Anthracite,UND,Underground,,,15.0,223756,,number of employees,hours,number of mines,short tons,short tons per labor hour
874,2007,APN,Appalachia Northern,TOT,All,UND,Underground,10707.0,24701219.0,88.0,106023031,4.29,number of employees,hours,number of mines,short tons,short tons per labor hour
875,2007,APN,Appalachia Northern,BIT,Bituminous,SUR,Surface,,,238.0,24780597,,number of employees,hours,number of mines,short tons,short tons per labor hour
876,2007,APN,Appalachia Northern,ANT,Anthracite,SUR,Surface,,,57.0,1340238,,number of employees,hours,number of mines,short tons,short tons per labor hour
877,2007,APN,Appalachia Northern,TOT,All,SUR,Surface,4353.0,9461725.0,295.0,26120835,2.76,number of employees,hours,number of mines,short tons,short tons per labor hour
878,2007,APN,Appalachia Northern,BIT,Bituminous,ALL,All,,,311.0,130579872,,number of employees,hours,number of mines,short tons,short tons per labor hour
879,2007,APN,Appalachia Northern,ANT,Anthracite,ALL,All,,,72.0,1563994,,number of employees,hours,number of mines,short tons,short tons per labor hour
880,2007,APN,Appalachia Northern,TOT,All,ALL,All,15060.0,34162944.0,383.0,132143866,3.87,number of employees,hours,number of mines,short tons,short tons per labor hour
881,2007,APC,Appalachia Central,BIT,Bituminous,UND,Underground,,,412.0,110102542,,number of employees,hours,number of mines,short tons,short tons per labor hour
882,2007,APC,Appalachia Central,TOT,All,UND,Underground,21793.0,48017324.0,412.0,110102542,2.29,number of employees,hours,number of mines,short tons,short tons per labor hour
883,2007,APC,Appalachia Central,BIT,Bituminous,SUR,Surface,,,356.0,116226704,,number of employees,hours,number of mines,short tons,short tons per labor hour
884,2007,APC,Appalachia Central,TOT,All,SUR,Surface,13149.0,31045727.0,356.0,116226704,3.74,number of employees,hours,number of mines,short tons,short tons per labor hour
885,2007,APC,Appalachia Central,BIT,Bituminous,ALL,All,,,768.0,226329246,,number of employees,hours,number of mines,short tons,short tons per labor hour
886,2007,APC,Appalachia Central,TOT,All,ALL,All,34942.0,79063051.0,768.0,226329246,2.86,number of employees,hours,number of mines,short tons,short tons per labor hour
887,2007,APP,Appalachia Total,BIT,Bituminous,UND,Underground,,,493.0,227363803,,number of employees,hours,number of mines,short tons,short tons per labor hour
888,2007,APP,Appalachia Total,ANT,Anthracite,UND,Underground,,,15.0,223756,,number of employees,hours,number of mines,short tons,short tons per labor hour
889,2007,APP,Appalachia Total,TOT,All,UND,Underground,34961.0,78238573.0,508.0,227587559,2.91,number of employees,hours,number of mines,short tons,short tons per labor hour
890,2007,APP,Appalachia Total,BIT,Bituminous,SUR,Surface,,,635.0,148872618,,number of employees,hours,number of mines,short tons,short tons per labor hour
891,2007,APP,Appalachia Total,ANT,Anthracite,SUR,Surface,,,57.0,1340238,,number of employees,hours,number of mines,short tons,short tons per labor hour
892,2007,APP,Appalachia Total,TOT,All,SUR,Surface,18897.0,43670575.0,692.0,150212856,3.44,number of employees,hours,number of mines,short tons,short tons per labor hour
893,2007,APP,Appalachia Total,BIT,Bituminous,ALL,All,,,1128.0,376236421,,number of employees,hours,number of mines,short tons,short tons per labor hour
894,2007,APP,Appalachia Total,ANT,Anthracite,ALL,All,,,72.0,1563994,,number of employees,hours,number of mines,short tons,short tons per labor hour
895,2007,APP,Appalachia Total,TOT,All,ALL,All,53858.0,121909148.0,1200.0,377800415,3.1,number of employees,hours,number of mines,short tons,short tons per labor hour
896,2007,AK,Alaska,SUB,Subbituminous,SUR,Surface,,,1.0,1323560,,number of employees,hours,number of mines,short tons,short tons per labor hour
897,2007,AK,Alaska,TOT,All,SUR,Surface,99.0,227007.0,1.0,1323560,5.83,number of employees,hours,number of mines,short tons,short tons per labor hour
898,2007,AK,Alaska,SUB,Subbituminous,ALL,All,,,1.0,1323560,,number of employees,hours,number of mines,short tons,short tons per labor hour
899,2007,AK,Alaska,TOT,All,ALL,All,99.0,227007.0,1.0,1323560,5.83,number of employees,hours,number of mines,short tons,short tons per labor hour
900,2007,PCN,Pacific Noncontiguous,SUB,Subbituminous,SUR,Surface,,,1.0,1323560,,number of employees,hours,number of mines,short tons,short tons per labor hour
901,2007,PCN,Pacific Noncontiguous,TOT,All,SUR,Surface,99.0,227007.0,1.0,1323560,5.83,number of employees,hours,number of mines,short tons,short tons per labor hour
902,2007,PCN,Pacific Noncontiguous,SUB,Subbituminous,ALL,All,,,1.0,1323560,,number of employees,hours,number of mines,short tons,short tons per labor hour
903,2007,PCN,Pacific Noncontiguous,TOT,All,ALL,All,99.0,227007.0,1.0,1323560,5.83,number of employees,hours,number of mines,short tons,short tons per labor hour
904,2007,US,U.S. Total,SUB,Subbituminous,UND,Underground,,,2.0,2869000,,number of employees,hours,number of mines,short tons,short tons per labor hour
905,2007,US,U.S. Total,BIT,Bituminous,UND,Underground,,,546.0,348697178,,number of employees,hours,number of mines,short tons,short tons per labor hour
906,2007,US,U.S. Total,ANT,Anthracite,UND,Underground,,,15.0,223756,,number of employees,hours,number of mines,short tons,short tons per labor hour
907,2007,US,U.S. Total,TOT,All,UND,Underground,46723.0,105176490.0,563.0,351789934,3.34,number of employees,hours,number of mines,short tons,short tons per labor hour
908,2007,US,U.S. Total,SUB,Subbituminous,SUR,Surface,,,29.0,520855347,,number of employees,hours,number of mines,short tons,short tons per labor hour
909,2007,US,U.S. Total,LIG,Lignite,SUR,Surface,,,19.0,78584915,,number of employees,hours,number of mines,short tons,short tons per labor hour
910,2007,US,U.S. Total,BIT,Bituminous,SUR,Surface,,,690.0,192909402,,number of employees,hours,number of mines,short tons,short tons per labor hour
911,2007,US,U.S. Total,ANT,Anthracite,SUR,Surface,,,57.0,1340238,,number of employees,hours,number of mines,short tons,short tons per labor hour
912,2007,US,U.S. Total,TOT,All,SUR,Surface,34450.0,77396650.0,795.0,793689902,10.25,number of employees,hours,number of mines,short tons,short tons per labor hour
913,2007,US,U.S. Total,BIT,Bituminous,REF,Refuse,,,15.0,1151014,,number of employees,hours,number of mines,short tons,short tons per labor hour
914,2007,US,U.S. Total,ANT,Anthracite,REF,Refuse,,,1.0,4495,,number of employees,hours,number of mines,short tons,short tons per labor hour
915,2007,US,U.S. Total,TOT,All,REF,Refuse,105.0,200282.0,16.0,1155509,5.77,number of employees,hours,number of mines,short tons,short tons per labor hour
916,2007,US,U.S. Total,SUB,Subbituminous,ALL,All,,,31.0,523724347,,number of employees,hours,number of mines,short tons,short tons per labor hour
917,2007,US,U.S. Total,LIG,Lignite,ALL,All,,,19.0,78584915,,number of employees,hours,number of mines,short tons,short tons per labor hour
918,2007,US,U.S. Total,BIT,Bituminous,ALL,All,,,1251.0,542757594,,number of employees,hours,number of mines,short tons,short tons per labor hour
919,2007,US,U.S. Total,ANT,Anthracite,ALL,All,,,73.0,1568489,,number of employees,hours,number of mines,short tons,short tons per labor hour
920,2007,US,U.S. Total,TOT,All,ALL,All,81278.0,182773422.0,1374.0,1146635345,6.27,number of employees,hours,number of mines,short tons,short tons per labor hour
921,2007,WMR,West of Mississippi River,SUB,Subbituminous,UND,Underground,,,2.0,2869000,,number of employees,hours,number of mines,short tons,short tons per labor hour
922,2007,WMR,West of Mississippi River,BIT,Bituminous,UND,Underground,,,22.0,59408876,,number of employees,hours,number of mines,short tons,short tons per labor hour
923,2007,WMR,West of Mississippi River,TOT,All,UND,Underground,4498.0,9549030.0,24.0,62277876,6.52,number of employees,hours,number of mines,short tons,short tons per labor hour
924,2007,WMR,West of Mississippi River,SUB,Subbituminous,SUR,Surface,,,29.0,520855347,,number of employees,hours,number of mines,short tons,short tons per labor hour
925,2007,WMR,West of Mississippi River,LIG,Lignite,SUR,Surface,,,18.0,75039649,,number of employees,hours,number of mines,short tons,short tons per labor hour
926,2007,WMR,West of Mississippi River,BIT,Bituminous,SUR,Surface,,,15.0,10301090,,number of employees,hours,number of mines,short tons,short tons per labor hour
927,2007,WMR,West of Mississippi River,TOT,All,SUR,Surface,12850.0,27116589.0,62.0,606196086,22.36,number of employees,hours,number of mines,short tons,short tons per labor hour
928,2007,WMR,West of Mississippi River,SUB,Subbituminous,ALL,All,,,31.0,523724347,,number of employees,hours,number of mines,short tons,short tons per labor hour
929,2007,WMR,West of Mississippi River,LIG,Lignite,ALL,All,,,18.0,75039649,,number of employees,hours,number of mines,short tons,short tons per labor hour
930,2007,WMR,West of Mississippi River,BIT,Bituminous,ALL,All,,,37.0,69709966,,number of employees,hours,number of mines,short tons,short tons per labor hour
931,2007,WMR,West of Mississippi River,TOT,All,ALL,All,17348.0,36665619.0,86.0,668473962,18.23,number of employees,hours,number of mines,short tons,short tons per labor hour
932,2007,EMR,East of Mississippi River,BIT,Bituminous,UND,Underground,,,524.0,289288302,,number of employees,hours,number of mines,short tons,short tons per labor hour
933,2007,EMR,East of Mississippi River,ANT,Anthracite,UND,Underground,,,15.0,223756,,number of employees,hours,number of mines,short tons,short tons per labor hour
934,2007,EMR,East of Mississippi River,TOT,All,UND,Underground,42225.0,95627460.0,539.0,289512058,3.03,number of employees,hours,number of mines,short tons,short tons per labor hour
935,2007,EMR,East of Mississippi River,LIG,Lignite,SUR,Surface,,,1.0,3545266,,number of employees,hours,number of mines,short tons,short tons per labor hour
936,2007,EMR,East of Mississippi River,BIT,Bituminous,SUR,Surface,,,675.0,182608312,,number of employees,hours,number of mines,short tons,short tons per labor hour
937,2007,EMR,East of Mississippi River,ANT,Anthracite,SUR,Surface,,,57.0,1340238,,number of employees,hours,number of mines,short tons,short tons per labor hour
938,2007,EMR,East of Mississippi River,TOT,All,SUR,Surface,21600.0,50280061.0,733.0,187493816,3.73,number of employees,hours,number of mines,short tons,short tons per labor hour
939,2007,EMR,East of Mississippi River,LIG,Lignite,ALL,All,,,1.0,3545266,,number of employees,hours,number of mines,short tons,short tons per labor hour
940,2007,EMR,East of Mississippi River,BIT,Bituminous,ALL,All,,,1199.0,471896614,,number of employees,hours,number of mines,short tons,short tons per labor hour
941,2007,EMR,East of Mississippi River,ANT,Anthracite,ALL,All,,,72.0,1563994,,number of employees,hours,number of mines,short tons,short tons per labor hour
942,2007,EMR,East of Mississippi River,TOT,All,ALL,All,63825.0,145907521.0,1272.0,477005874,3.27,number of employees,hours,number of mines,short tons,short tons per labor hour
943,2007,WST,West Total,SUB,Subbituminous,UND,Underground,,,2.0,2869000,,number of employees,hours,number of mines,short tons,short tons per labor hour
944,2007,WST,West Total,BIT,Bituminous,UND,Underground,,,19.0,58814308,,number of employees,hours,number of mines,short tons,short tons per labor hour
945,2007,WST,West Total,TOT,All,UND,Underground,4329.0,9159038.0,21.0,61683308,6.73,number of employees,hours,number of mines,short tons,short tons per labor hour
946,2007,WST,West Total,SUB,Subbituminous,SUR,Surface,,,29.0,520855347,,number of employees,hours,number of mines,short tons,short tons per labor hour
947,2007,WST,West Total,LIG,Lignite,SUR,Surface,,,1.0,358391,,number of employees,hours,number of mines,short tons,short tons per labor hour
948,2007,WST,West Total,BIT,Bituminous,SUR,Surface,,,3.0,8508503,,number of employees,hours,number of mines,short tons,short tons per labor hour
949,2007,WST,West Total,TOT,All,SUR,Surface,9186.0,19397967.0,33.0,529722241,27.31,number of employees,hours,number of mines,short tons,short tons per labor hour
950,2007,WST,West Total,SUB,Subbituminous,ALL,All,,,31.0,523724347,,number of employees,hours,number of mines,short tons,short tons per labor hour
951,2007,WST,West Total,LIG,Lignite,ALL,All,,,1.0,358391,,number of employees,hours,number of mines,short tons,short tons per labor hour
952,2007,WST,West Total,BIT,Bituminous,ALL,All,,,22.0,67322811,,number of employees,hours,number of mines,short tons,short tons per labor hour
953,2007,WST,West Total,TOT,All,ALL,All,13515.0,28557005.0,54.0,591405549,20.71,number of employees,hours,number of mines,short tons,short tons per labor hour
954,2007,STH,South Total,BIT,Bituminous,UND,Underground,,,387.0,167627986,,number of employees,hours,number of mines,short tons,short tons per labor hour
955,2007,STH,South Total,TOT,All,UND,Underground,27565.0,62482773.0,387.0,167627986,2.68,number of employees,hours,number of mines,short tons,short tons per labor hour
956,2007,STH,South Total,LIG,Lignite,SUR,Surface,,,14.0,48620258,,number of employees,hours,number of mines,short tons,short tons per labor hour
957,2007,STH,South Total,BIT,Bituminous,SUR,Surface,,,408.0,127145382,,number of employees,hours,number of mines,short tons,short tons per labor hour
958,2007,STH,South Total,TOT,All,SUR,Surface,17217.0,39711018.0,422.0,175765640,4.43,number of employees,hours,number of mines,short tons,short tons per labor hour
959,2007,STH,South Total,LIG,Lignite,ALL,All,,,14.0,48620258,,number of employees,hours,number of mines,short tons,short tons per labor hour
960,2007,STH,South Total,BIT,Bituminous,ALL,All,,,795.0,294773368,,number of employees,hours,number of mines,short tons,short tons per labor hour
961,2007,STH,South Total,TOT,All,ALL,All,44782.0,102193791.0,809.0,343393626,3.36,number of employees,hours,number of mines,short tons,short tons per labor hour
962,2007,MID,Midwest Total,BIT,Bituminous,UND,Underground,,,34.0,53203906,,number of employees,hours,number of mines,short tons,short tons per labor hour
963,2007,MID,Midwest Total,TOT,All,UND,Underground,6260.0,14350664.0,34.0,53203906,3.71,number of employees,hours,number of mines,short tons,short tons per labor hour
964,2007,MID,Midwest Total,LIG,Lignite,SUR,Surface,,,4.0,29606266,,number of employees,hours,number of mines,short tons,short tons per labor hour
965,2007,MID,Midwest Total,BIT,Bituminous,SUR,Surface,,,75.0,37476367,,number of employees,hours,number of mines,short tons,short tons per labor hour
966,2007,MID,Midwest Total,TOT,All,SUR,Surface,4204.0,9797122.0,79.0,67082633,6.85,number of employees,hours,number of mines,short tons,short tons per labor hour
967,2007,MID,Midwest Total,LIG,Lignite,ALL,All,,,4.0,29606266,,number of employees,hours,number of mines,short tons,short tons per labor hour
968,2007,MID,Midwest Total,BIT,Bituminous,ALL,All,,,109.0,90680273,,number of employees,hours,number of mines,short tons,short tons per labor hour
969,2007,MID,Midwest Total,TOT,All,ALL,All,10464.0,24147786.0,113.0,120286539,4.98,number of employees,hours,number of mines,short tons,short tons per labor hour
970,2007,EST,East Total,BIT,Bituminous,UND,Underground,,,106.0,69050978,,number of employees,hours,number of mines,short tons,short tons per labor hour
971,2007,EST,East Total,ANT,Anthracite,UND,Underground,,,15.0,223756,,number of employees,hours,number of mines,short tons,short tons per labor hour
972,2007,EST,East Total,TOT,All,UND,Underground,8569.0,19184015.0,121.0,69274734,3.61,number of employees,hours,number of mines,short tons,short tons per labor hour
973,2007,EST,East Total,BIT,Bituminous,SUR,Surface,,,204.0,19779150,,number of employees,hours,number of mines,short tons,short tons per labor hour
974,2007,EST,East Total,ANT,Anthracite,SUR,Surface,,,57.0,1340238,,number of employees,hours,number of mines,short tons,short tons per labor hour
975,2007,EST,East Total,TOT,All,SUR,Surface,3843.0,8490543.0,261.0,21119388,2.49,number of employees,hours,number of mines,short tons,short tons per labor hour
976,2007,EST,East Total,BIT,Bituminous,ALL,All,,,310.0,88830128,,number of employees,hours,number of mines,short tons,short tons per labor hour
977,2007,EST,East Total,ANT,Anthracite,ALL,All,,,72.0,1563994,,number of employees,hours,number of mines,short tons,short tons per labor hour
978,2007,EST,East Total,TOT,All,ALL,All,12412.0,27674558.0,382.0,90394122,3.27,number of employees,hours,number of mines,short tons,short tons per labor hour
979,2007,PRB,Powder River Basin,SUB,Subbituminous,SUR,Surface,,,17.0,479496300,,number of employees,hours,number of mines,short tons,short tons per labor hour
980,2007,PRB,Powder River Basin,TOT,All,SUR,Surface,6399.0,13581816.0,17.0,479496300,35.3,number of employees,hours,number of mines,short tons,short tons per labor hour
981,2007,PRB,Powder River Basin,SUB,Subbituminous,ALL,All,,,17.0,479496300,,number of employees,hours,number of mines,short tons,short tons per labor hour
982,2007,PRB,Powder River Basin,TOT,All,ALL,All,6399.0,13581816.0,17.0,479496300,35.3,number of employees,hours,number of mines,short tons,short tons per labor hour
983,2007,KS,Kansas,BIT,Bituminous,SUR,Surface,,,2.0,420436,,number of employees,hours,number of mines,short tons,short tons per labor hour
984,2007,KS,Kansas,TOT,All,SUR,Surface,65.0,129411.0,2.0,420436,3.25,number of employees,hours,number of mines,short tons,short tons per labor hour
985,2007,KS,Kansas,BIT,Bituminous,ALL,All,,,2.0,420436,,number of employees,hours,number of mines,short tons,short tons per labor hour
986,2007,KS,Kansas,TOT,All,ALL,All,65.0,129411.0,2.0,420436,3.25,number of employees,hours,number of mines,short tons,short tons per labor hour
987,2007,WNC,West North Central,LIG,Lignite,SUR,Surface,,,4.0,29606266,,number of employees,hours,number of mines,short tons,short tons per labor hour
988,2007,IL,Illinois,BIT,Bituminous,SUR,Surface,,,7.0,5638023,,number of employees,hours,number of mines,short tons,short tons per labor hour
989,2007,IL,Illinois,TOT,All,SUR,Surface,458.0,1138497.0,7.0,5638023,4.95,number of employees,hours,number of mines,short tons,short tons per labor hour
990,2007,IL,Illinois,BIT,Bituminous,ALL,All,,,21.0,32445245,,number of employees,hours,number of mines,short tons,short tons per labor hour
991,2007,WNC,West North Central,BIT,Bituminous,SUR,Surface,,,4.0,656543,,number of employees,hours,number of mines,short tons,short tons per labor hour
992,2007,WNC,West North Central,TOT,All,SUR,Surface,1054.0,2048986.0,8.0,30262809,14.77,number of employees,hours,number of mines,short tons,short tons per labor hour
993,2007,WNC,West North Central,LIG,Lignite,ALL,All,,,4.0,29606266,,number of employees,hours,number of mines,short tons,short tons per labor hour
