,period,stateRegionId,stateRegionDescription,coalRankId,coalRankDescription,mineTypeId,mineTypeDescription,average-employees,labor-hours,number-of-mines,production,productivity,average-employees-units,labor-hours-units,number-of-mines-units,production-units,productivity-units
0,2009,EST,East Total,TOT,All,ALL,All,12727.0,27269629.0,352.0,78998630,2.9,number of employees,hours,number of mines,short tons,short tons per labor hour
1,2009,UNT,Uinta Basin,SUB,Subbituminous,SUR,Surface,,,2.0,5694014,,number of employees,hours,number of mines,short tons,short tons per labor hour
2,2009,UNT,Uinta Basin,TOT,All,SUR,Surface,507.0,1049057.0,2.0,5694014,5.43,number of employees,hours,number of mines,short tons,short tons per labor hour
3,2009,UNT,Uinta Basin,SUB,Subbituminous,ALL,All,,,2.0,5694014,,number of employees,hours,number of mines,short tons,short tons per labor hour
4,2009,UNT,Uinta Basin,BIT,Bituminous,ALL,All,,,14.0,43409727,,number of employees,hours,number of mines,short tons,short tons per labor hour
5,2009,UNT,Uinta Basin,TOT,All,ALL,All,4320.0,8936590.0,16.0,49103741,5.49,number of employees,hours,number of mines,short tons,short tons per labor hour
6,2009,WSB,Western Region Total,SUB,Subbituminous,UND,Underground,,,2.0,4247376,,number of employees,hours,number of mines,short tons,short tons per labor hour
7,2009,WSB,Western Region Total,BIT,Bituminous,UND,Underground,,,17.0,50416218,,number of employees,hours,number of mines,short tons,short tons per labor hour
8,2009,WSB,Western Region Total,TOT,All,UND,Underground,4755.0,9829456.0,19.0,54663594,5.56,number of employees,hours,number of mines,short tons,short tons per labor hour
9,2009,WSB,Western Region Total,SUB,Subbituminous,SUR,Surface,,,29.0,492174495,,number of employees,hours,number of mines,short tons,short tons per labor hour
10,2009,WSB,Western Region Total,LIG,Lignite,SUR,Surface,,,5.0,30287878,,number of employees,hours,number of mines,short tons,short tons per labor hour
11,2009,WSB,Western Region Total,BIT,Bituminous,SUR,Surface,,,3.0,7855076,,number of employees,hours,number of mines,short tons,short tons per labor hour
12,2009,WSB,Western Region Total,TOT,All,SUR,Surface,10871.0,22228560.0,37.0,530317449,23.86,number of employees,hours,number of mines,short tons,short tons per labor hour
13,2009,WSB,Western Region Total,SUB,Subbituminous,ALL,All,,,31.0,496421871,,number of employees,hours,number of mines,short tons,short tons per labor hour
14,2009,WSB,Western Region Total,LIG,Lignite,ALL,All,,,5.0,30287878,,number of employees,hours,number of mines,short tons,short tons per labor hour
15,2009,WSB,Western Region Total,BIT,Bituminous,ALL,All,,,20.0,58271294,,number of employees,hours,number of mines,short tons,short tons per labor hour
16,2009,WSB,Western Region Total,TOT,All,ALL,All,15626.0,32058016.0,56.0,584981043,18.25,number of employees,hours,number of mines,short tons,short tons per labor hour
17,2009,INT,Interior Region Total,BIT,Bituminous,UND,Underground,,,34.0,67574014,,number of employees,hours,number of mines,short tons,short tons per labor hour
18,2009,INT,Interior Region Total,TOT,All,UND,Underground,7915.0,18976759.0,34.0,67574014,3.56,number of employees,hours,number of mines,short tons,short tons per labor hour
19,2009,INT,Interior Region Total,LIG,Lignite,SUR,Surface,,,15.0,42190671,,number of employees,hours,number of mines,short tons,short tons per labor hour
20,2009,INT,Interior Region Total,BIT,Bituminous,SUR,Surface,,,60.0,36046745,,number of employees,hours,number of mines,short tons,short tons per labor hour
21,2009,INT,Interior Region Total,TOT,All,SUR,Surface,6072.0,13674334.0,75.0,78237416,5.72,number of employees,hours,number of mines,short tons,short tons per labor hour
22,2009,INT,Interior Region Total,LIG,Lignite,ALL,All,,,15.0,42190671,,number of employees,hours,number of mines,short tons,short tons per labor hour
23,2009,INT,Interior Region Total,BIT,Bituminous,ALL,All,,,94.0,103620759,,number of employees,hours,number of mines,short tons,short tons per labor hour
24,2009,INT,Interior Region Total,TOT,All,ALL,All,13987.0,32651093.0,109.0,145811430,4.47,number of employees,hours,number of mines,short tons,short tons per labor hour
25,2009,WBO,Other Western,BIT,Bituminous,ALL,All,,,6.0,14861567,,number of employees,hours,number of mines,short tons,short tons per labor hour
26,2009,WBO,Other Western,TOT,All,ALL,All,4238.0,8642855.0,23.0,80374613,9.3,number of employees,hours,number of mines,short tons,short tons per labor hour
27,2009,WBO,Other Western,SUB,Subbituminous,UND,Underground,,,2.0,4247376,,number of employees,hours,number of mines,short tons,short tons per labor hour
28,2009,WBO,Other Western,BIT,Bituminous,UND,Underground,,,3.0,7006491,,number of employees,hours,number of mines,short tons,short tons per labor hour
29,2009,WBO,Other Western,TOT,All,UND,Underground,940.0,1937577.0,5.0,11253867,5.81,number of employees,hours,number of mines,short tons,short tons per labor hour
30,2009,UNT,Uinta Basin,BIT,Bituminous,UND,Underground,,,14.0,43409727,,number of employees,hours,number of mines,short tons,short tons per labor hour
31,2009,UNT,Uinta Basin,TOT,All,UND,Underground,3813.0,7887533.0,14.0,43409727,5.5,number of employees,hours,number of mines,short tons,short tons per labor hour
32,2009,APN,Appalachia Northern,ANT,Anthracite,UND,Underground,,,9.0,176241,,number of employees,hours,number of mines,short tons,short tons per labor hour
33,2009,APN,Appalachia Northern,TOT,All,UND,Underground,11673.0,26428088.0,81.0,99629294,3.77,number of employees,hours,number of mines,short tons,short tons per labor hour
34,2009,APN,Appalachia Northern,BIT,Bituminous,SUR,Surface,,,215.0,24996220,,number of employees,hours,number of mines,short tons,short tons per labor hour
35,2009,APN,Appalachia Northern,ANT,Anthracite,SUR,Surface,,,55.0,1554877,,number of employees,hours,number of mines,short tons,short tons per labor hour
36,2009,APN,Appalachia Northern,TOT,All,SUR,Surface,4712.0,9586990.0,270.0,26551097,2.77,number of employees,hours,number of mines,short tons,short tons per labor hour
37,2009,APN,Appalachia Northern,BIT,Bituminous,ALL,All,,,287.0,124449273,,number of employees,hours,number of mines,short tons,short tons per labor hour
38,2009,APN,Appalachia Northern,ANT,Anthracite,ALL,All,,,64.0,1731118,,number of employees,hours,number of mines,short tons,short tons per labor hour
39,2009,NM,New Mexico,TOT,All,ALL,All,1422.0,2787838.0,5.0,25124096,9.01,number of employees,hours,number of mines,short tons,short tons per labor hour
40,2009,MT,Montana,SUB,Subbituminous,UND,Underground,,,1.0,775532,,number of employees,hours,number of mines,short tons,short tons per labor hour
41,2009,MT,Montana,TOT,All,UND,Underground,155.0,348666.0,1.0,775532,2.22,number of employees,hours,number of mines,short tons,short tons per labor hour
42,2009,MT,Montana,SUB,Subbituminous,SUR,Surface,,,4.0,38367719,,number of employees,hours,number of mines,short tons,short tons per labor hour
43,2009,MT,Montana,LIG,Lignite,SUR,Surface,,,1.0,342586,,number of employees,hours,number of mines,short tons,short tons per labor hour
44,2009,APN,Appalachia Northern,TOT,All,ALL,All,16385.0,36015078.0,351.0,126180391,3.5,number of employees,hours,number of mines,short tons,short tons per labor hour
45,2009,APC,Appalachia Central,BIT,Bituminous,UND,Underground,,,399.0,98689944,,number of employees,hours,number of mines,short tons,short tons per labor hour
46,2009,APC,Appalachia Central,TOT,All,UND,Underground,23101.0,49676160.0,399.0,98689944,1.99,number of employees,hours,number of mines,short tons,short tons per labor hour
47,2009,APC,Appalachia Central,BIT,Bituminous,SUR,Surface,,,403.0,97776844,,number of employees,hours,number of mines,short tons,short tons per labor hour
48,2009,APC,Appalachia Central,TOT,All,SUR,Surface,14233.0,31435266.0,403.0,97776844,3.11,number of employees,hours,number of mines,short tons,short tons per labor hour
49,2009,APC,Appalachia Central,BIT,Bituminous,ALL,All,,,802.0,196466788,,number of employees,hours,number of mines,short tons,short tons per labor hour
50,2009,APC,Appalachia Central,TOT,All,ALL,All,37334.0,81111426.0,802.0,196466788,2.42,number of employees,hours,number of mines,short tons,short tons per labor hour
51,2009,APP,Appalachia Total,BIT,Bituminous,UND,Underground,,,478.0,209647733,,number of employees,hours,number of mines,short tons,short tons per labor hour
52,2009,APP,Appalachia Total,ANT,Anthracite,UND,Underground,,,9.0,176241,,number of employees,hours,number of mines,short tons,short tons per labor hour
53,2009,APP,Appalachia Total,TOT,All,UND,Underground,37430.0,82259134.0,487.0,209823974,2.55,number of employees,hours,number of mines,short tons,short tons per labor hour
54,2009,APP,Appalachia Total,BIT,Bituminous,SUR,Surface,,,668.0,130064518,,number of employees,hours,number of mines,short tons,short tons per labor hour
55,2009,APP,Appalachia Total,ANT,Anthracite,SUR,Surface,,,55.0,1554877,,number of employees,hours,number of mines,short tons,short tons per labor hour
56,2009,APP,Appalachia Total,TOT,All,SUR,Surface,20549.0,44375031.0,723.0,131619395,2.97,number of employees,hours,number of mines,short tons,short tons per labor hour
57,2009,APP,Appalachia Total,BIT,Bituminous,ALL,All,,,1146.0,339712251,,number of employees,hours,number of mines,short tons,short tons per labor hour
58,2009,APP,Appalachia Total,ANT,Anthracite,ALL,All,,,64.0,1731118,,number of employees,hours,number of mines,short tons,short tons per labor hour
59,2009,APP,Appalachia Total,TOT,All,ALL,All,57979.0,126634165.0,1210.0,341443369,2.7,number of employees,hours,number of mines,short tons,short tons per labor hour
60,2009,AK,Alaska,SUB,Subbituminous,SUR,Surface,,,1.0,1860363,,number of employees,hours,number of mines,short tons,short tons per labor hour
61,2009,AK,Alaska,TOT,All,SUR,Surface,119.0,282582.0,1.0,1860363,6.58,number of employees,hours,number of mines,short tons,short tons per labor hour
62,2009,AK,Alaska,SUB,Subbituminous,ALL,All,,,1.0,1860363,,number of employees,hours,number of mines,short tons,short tons per labor hour
63,2009,AK,Alaska,TOT,All,ALL,All,119.0,282582.0,1.0,1860363,6.58,number of employees,hours,number of mines,short tons,short tons per labor hour
64,2009,PCN,Pacific Noncontiguous,SUB,Subbituminous,SUR,Surface,,,1.0,1860363,,number of employees,hours,number of mines,short tons,short tons per labor hour
65,2009,PCN,Pacific Noncontiguous,TOT,All,SUR,Surface,119.0,282582.0,1.0,1860363,6.58,number of employees,hours,number of mines,short tons,short tons per labor hour
66,2009,PCN,Pacific Noncontiguous,SUB,Subbituminous,ALL,All,,,1.0,1860363,,number of employees,hours,number of mines,short tons,short tons per labor hour
67,2009,PCN,Pacific Noncontiguous,TOT,All,ALL,All,119.0,282582.0,1.0,1860363,6.58,number of employees,hours,number of mines,short tons,short tons per labor hour
68,2009,WY,Wyoming,SUB,Subbituminous,UND,Underground,,,1.0,3471844,,number of employees,hours,number of mines,short tons,short tons per labor hour
69,2009,WY,Wyoming,TOT,All,UND,Underground,237.0,565853.0,1.0,3471844,6.14,number of employees,hours,number of mines,short tons,short tons per labor hour
70,2009,WY,Wyoming,SUB,Subbituminous,SUR,Surface,,,18.0,427627498,,number of employees,hours,number of mines,short tons,short tons per labor hour
71,2009,WY,Wyoming,BIT,Bituminous,SUR,Surface,,,1.0,7289,,number of employees,hours,number of mines,short tons,short tons per labor hour
72,2009,WY,Wyoming,TOT,All,SUR,Surface,6817.0,13928298.0,19.0,427634787,30.7,number of employees,hours,number of mines,short tons,short tons per labor hour
73,2009,WY,Wyoming,SUB,Subbituminous,ALL,All,,,19.0,431099342,,number of employees,hours,number of mines,short tons,short tons per labor hour
74,2009,WY,Wyoming,BIT,Bituminous,ALL,All,,,1.0,7289,,number of employees,hours,number of mines,short tons,short tons per labor hour
75,2009,WY,Wyoming,TOT,All,ALL,All,7054.0,14494151.0,20.0,431106631,29.74,number of employees,hours,number of mines,short tons,short tons per labor hour
76,2009,UT,Utah,BIT,Bituminous,UND,Underground,,,8.0,21717588,,number of employees,hours,number of mines,short tons,short tons per labor hour
77,2009,UT,Utah,TOT,All,UND,Underground,1985.0,4030318.0,8.0,21717588,5.39,number of employees,hours,number of mines,short tons,short tons per labor hour
78,2009,UT,Utah,TOT,All,SUR,Surface,6.0,15327.0,,0,0.0,number of employees,hours,number of mines,short tons,short tons per labor hour
79,2009,UT,Utah,BIT,Bituminous,ALL,All,,,8.0,21717588,,number of employees,hours,number of mines,short tons,short tons per labor hour
80,2009,UT,Utah,TOT,All,ALL,All,1991.0,4045645.0,8.0,21717588,5.37,number of employees,hours,number of mines,short tons,short tons per labor hour
81,2009,NM,New Mexico,BIT,Bituminous,UND,Underground,,,1.0,6499195,,number of employees,hours,number of mines,short tons,short tons per labor hour
82,2009,NM,New Mexico,TOT,All,UND,Underground,462.0,893530.0,1.0,6499195,7.27,number of employees,hours,number of mines,short tons,short tons per labor hour
83,2009,NM,New Mexico,SUB,Subbituminous,SUR,Surface,,,4.0,18624901,,number of employees,hours,number of mines,short tons,short tons per labor hour
84,2009,NM,New Mexico,TOT,All,SUR,Surface,960.0,1894308.0,4.0,18624901,9.83,number of employees,hours,number of mines,short tons,short tons per labor hour
85,2009,NM,New Mexico,SUB,Subbituminous,ALL,All,,,4.0,18624901,,number of employees,hours,number of mines,short tons,short tons per labor hour
86,2009,NM,New Mexico,BIT,Bituminous,ALL,All,,,1.0,6499195,,number of employees,hours,number of mines,short tons,short tons per labor hour
87,2009,MT,Montana,TOT,All,SUR,Surface,978.0,2004540.0,5.0,38710305,19.31,number of employees,hours,number of mines,short tons,short tons per labor hour
88,2009,MT,Montana,SUB,Subbituminous,ALL,All,,,5.0,39143251,,number of employees,hours,number of mines,short tons,short tons per labor hour
89,2009,MT,Montana,LIG,Lignite,ALL,All,,,1.0,342586,,number of employees,hours,number of mines,short tons,short tons per labor hour
90,2009,MT,Montana,TOT,All,ALL,All,1133.0,2353206.0,6.0,39485837,16.78,number of employees,hours,number of mines,short tons,short tons per labor hour
91,2009,CO,Colorado,BIT,Bituminous,UND,Underground,,,8.0,22199435,,number of employees,hours,number of mines,short tons,short tons per labor hour
92,2009,WBO,Other Western,SUB,Subbituminous,SUR,Surface,,,10.0,30977792,,number of employees,hours,number of mines,short tons,short tons per labor hour
93,2009,WBO,Other Western,LIG,Lignite,SUR,Surface,,,5.0,30287878,,number of employees,hours,number of mines,short tons,short tons per labor hour
94,2009,WBO,Other Western,BIT,Bituminous,SUR,Surface,,,3.0,7855076,,number of employees,hours,number of mines,short tons,short tons per labor hour
95,2009,WBO,Other Western,TOT,All,SUR,Surface,3298.0,6705278.0,18.0,69120746,10.31,number of employees,hours,number of mines,short tons,short tons per labor hour
96,2009,WBO,Other Western,SUB,Subbituminous,ALL,All,,,12.0,35225168,,number of employees,hours,number of mines,short tons,short tons per labor hour
97,2009,WBO,Other Western,LIG,Lignite,ALL,All,,,5.0,30287878,,number of employees,hours,number of mines,short tons,short tons per labor hour
98,2009,CO,Colorado,TOT,All,UND,Underground,1916.0,3991089.0,8.0,22199435,5.56,number of employees,hours,number of mines,short tons,short tons per labor hour
99,2009,CO,Colorado,SUB,Subbituminous,SUR,Surface,,,2.0,5694014,,number of employees,hours,number of mines,short tons,short tons per labor hour
100,2009,CO,Colorado,BIT,Bituminous,SUR,Surface,,,1.0,373758,,number of employees,hours,number of mines,short tons,short tons per labor hour
101,2009,CO,Colorado,TOT,All,SUR,Surface,529.0,1087004.0,3.0,6067772,5.58,number of employees,hours,number of mines,short tons,short tons per labor hour
102,2009,CO,Colorado,SUB,Subbituminous,ALL,All,,,2.0,5694014,,number of employees,hours,number of mines,short tons,short tons per labor hour
103,2009,CO,Colorado,BIT,Bituminous,ALL,All,,,9.0,22573193,,number of employees,hours,number of mines,short tons,short tons per labor hour
104,2009,CO,Colorado,TOT,All,ALL,All,2445.0,5078093.0,11.0,28267207,5.57,number of employees,hours,number of mines,short tons,short tons per labor hour
105,2009,AZ,Arizona,BIT,Bituminous,SUR,Surface,,,1.0,7474029,,number of employees,hours,number of mines,short tons,short tons per labor hour
106,2009,AZ,Arizona,TOT,All,SUR,Surface,425.0,1000693.0,1.0,7474029,7.47,number of employees,hours,number of mines,short tons,short tons per labor hour
107,2009,AZ,Arizona,BIT,Bituminous,ALL,All,,,1.0,7474029,,number of employees,hours,number of mines,short tons,short tons per labor hour
108,2009,AZ,Arizona,TOT,All,ALL,All,425.0,1000693.0,1.0,7474029,7.47,number of employees,hours,number of mines,short tons,short tons per labor hour
109,2009,MTN,Mountain,SUB,Subbituminous,UND,Underground,,,2.0,4247376,,number of employees,hours,number of mines,short tons,short tons per labor hour
110,2009,MTN,Mountain,BIT,Bituminous,UND,Underground,,,17.0,50416218,,number of employees,hours,number of mines,short tons,short tons per labor hour
111,2009,MTN,Mountain,TOT,All,UND,Underground,4755.0,9829456.0,19.0,54663594,5.56,number of employees,hours,number of mines,short tons,short tons per labor hour
112,2009,MTN,Mountain,SUB,Subbituminous,SUR,Surface,,,28.0,490314132,,number of employees,hours,number of mines,short tons,short tons per labor hour
113,2009,MTN,Mountain,LIG,Lignite,SUR,Surface,,,1.0,342586,,number of employees,hours,number of mines,short tons,short tons per labor hour
114,2009,MTN,Mountain,BIT,Bituminous,SUR,Surface,,,3.0,7855076,,number of employees,hours,number of mines,short tons,short tons per labor hour
115,2009,MTN,Mountain,TOT,All,SUR,Surface,9715.0,19930170.0,32.0,498511794,25.01,number of employees,hours,number of mines,short tons,short tons per labor hour
116,2009,MTN,Mountain,SUB,Subbituminous,ALL,All,,,30.0,494561508,,number of employees,hours,number of mines,short tons,short tons per labor hour
117,2009,MTN,Mountain,LIG,Lignite,ALL,All,,,1.0,342586,,number of employees,hours,number of mines,short tons,short tons per labor hour
118,2009,MTN,Mountain,BIT,Bituminous,ALL,All,,,20.0,58271294,,number of employees,hours,number of mines,short tons,short tons per labor hour
119,2009,MTN,Mountain,TOT,All,ALL,All,14470.0,29759626.0,51.0,553175388,18.59,number of employees,hours,number of mines,short tons,short tons per labor hour
120,2009,TX,Texas,LIG,Lignite,SUR,Surface,,,12.0,35093268,,number of employees,hours,number of mines,short tons,short tons per labor hour
121,2009,TX,Texas,TOT,All,SUR,Surface,2506.0,5499776.0,12.0,35093268,6.38,number of employees,hours,number of mines,short tons,short tons per labor hour
122,2009,TX,Texas,LIG,Lignite,ALL,All,,,12.0,35093268,,number of employees,hours,number of mines,short tons,short tons per labor hour
123,2009,TX,Texas,TOT,All,ALL,All,2506.0,5499776.0,12.0,35093268,6.38,number of employees,hours,number of mines,short tons,short tons per labor hour
124,2009,OK,Oklahoma,BIT,Bituminous,UND,Underground,,,1.0,384429,,number of employees,hours,number of mines,short tons,short tons per labor hour
125,2009,OK,Oklahoma,TOT,All,UND,Underground,52.0,137976.0,1.0,384429,2.79,number of employees,hours,number of mines,short tons,short tons per labor hour
126,2009,OK,Oklahoma,BIT,Bituminous,SUR,Surface,,,9.0,571776,,number of employees,hours,number of mines,short tons,short tons per labor hour
127,2009,OK,Oklahoma,TOT,All,SUR,Surface,208.0,307758.0,9.0,571776,1.86,number of employees,hours,number of mines,short tons,short tons per labor hour
128,2009,OK,Oklahoma,BIT,Bituminous,ALL,All,,,10.0,956205,,number of employees,hours,number of mines,short tons,short tons per labor hour
129,2009,OK,Oklahoma,TOT,All,ALL,All,260.0,445734.0,10.0,956205,2.15,number of employees,hours,number of mines,short tons,short tons per labor hour
130,2009,LA,Louisiana,LIG,Lignite,SUR,Surface,,,2.0,3657416,,number of employees,hours,number of mines,short tons,short tons per labor hour
131,2009,LA,Louisiana,TOT,All,SUR,Surface,263.0,546511.0,2.0,3657416,6.69,number of employees,hours,number of mines,short tons,short tons per labor hour
132,2009,LA,Louisiana,LIG,Lignite,ALL,All,,,2.0,3657416,,number of employees,hours,number of mines,short tons,short tons per labor hour
133,2009,LA,Louisiana,TOT,All,ALL,All,263.0,546511.0,2.0,3657416,6.69,number of employees,hours,number of mines,short tons,short tons per labor hour
134,2009,AR,Arkansas,BIT,Bituminous,UND,Underground,,,1.0,3980,,number of employees,hours,number of mines,short tons,short tons per labor hour
135,2009,AR,Arkansas,TOT,All,UND,Underground,16.0,32136.0,1.0,3980,0.12,number of employees,hours,number of mines,short tons,short tons per labor hour
136,2009,AR,Arkansas,BIT,Bituminous,SUR,Surface,,,1.0,658,,number of employees,hours,number of mines,short tons,short tons per labor hour
137,2009,AR,Arkansas,TOT,All,SUR,Surface,2.0,2501.0,1.0,658,0.26,number of employees,hours,number of mines,short tons,short tons per labor hour
138,2009,AR,Arkansas,BIT,Bituminous,ALL,All,,,2.0,4638,,number of employees,hours,number of mines,short tons,short tons per labor hour
139,2009,AR,Arkansas,TOT,All,ALL,All,18.0,34637.0,2.0,4638,0.13,number of employees,hours,number of mines,short tons,short tons per labor hour
140,2009,WSC,West South Central,BIT,Bituminous,UND,Underground,,,2.0,388409,,number of employees,hours,number of mines,short tons,short tons per labor hour
141,2009,WSC,West South Central,TOT,All,UND,Underground,68.0,170112.0,2.0,388409,2.28,number of employees,hours,number of mines,short tons,short tons per labor hour
142,2009,WSC,West South Central,LIG,Lignite,SUR,Surface,,,14.0,38750684,,number of employees,hours,number of mines,short tons,short tons per labor hour
143,2009,WSC,West South Central,BIT,Bituminous,SUR,Surface,,,10.0,572434,,number of employees,hours,number of mines,short tons,short tons per labor hour
144,2009,WSC,West South Central,TOT,All,SUR,Surface,2979.0,6356546.0,24.0,39323118,6.19,number of employees,hours,number of mines,short tons,short tons per labor hour
145,2009,WSC,West South Central,LIG,Lignite,ALL,All,,,14.0,38750684,,number of employees,hours,number of mines,short tons,short tons per labor hour
146,2009,WSC,West South Central,BIT,Bituminous,ALL,All,,,12.0,960843,,number of employees,hours,number of mines,short tons,short tons per labor hour
147,2009,WSC,West South Central,TOT,All,ALL,All,3047.0,6526658.0,26.0,39711527,6.08,number of employees,hours,number of mines,short tons,short tons per labor hour
148,2009,TN,Tennessee,BIT,Bituminous,UND,Underground,,,8.0,842344,,number of employees,hours,number of mines,short tons,short tons per labor hour
149,2009,TN,Tennessee,TOT,All,UND,Underground,366.0,667459.0,8.0,842344,1.26,number of employees,hours,number of mines,short tons,short tons per labor hour
150,2009,TN,Tennessee,BIT,Bituminous,SUR,Surface,,,17.0,1153755,,number of employees,hours,number of mines,short tons,short tons per labor hour
151,2009,TN,Tennessee,TOT,All,SUR,Surface,415.0,807696.0,17.0,1153755,1.43,number of employees,hours,number of mines,short tons,short tons per labor hour
152,2009,TN,Tennessee,BIT,Bituminous,ALL,All,,,25.0,1996099,,number of employees,hours,number of mines,short tons,short tons per labor hour
153,2009,TN,Tennessee,TOT,All,ALL,All,781.0,1475155.0,25.0,1996099,1.35,number of employees,hours,number of mines,short tons,short tons per labor hour
154,2009,MS,Mississippi,LIG,Lignite,SUR,Surface,,,1.0,3439987,,number of employees,hours,number of mines,short tons,short tons per labor hour
155,2009,MS,Mississippi,TOT,All,SUR,Surface,200.0,420989.0,1.0,3439987,8.17,number of employees,hours,number of mines,short tons,short tons per labor hour
156,2009,MS,Mississippi,LIG,Lignite,ALL,All,,,1.0,3439987,,number of employees,hours,number of mines,short tons,short tons per labor hour
157,2009,MS,Mississippi,TOT,All,ALL,All,200.0,420989.0,1.0,3439987,8.17,number of employees,hours,number of mines,short tons,short tons per labor hour
158,2009,KYW,Kentucky (West),BIT,Bituminous,UND,Underground,,,12.0,25981589,,number of employees,hours,number of mines,short tons,short tons per labor hour
159,2009,KYW,Kentucky (West),TOT,All,UND,Underground,3084.0,7588179.0,12.0,25981589,3.42,number of employees,hours,number of mines,short tons,short tons per labor hour
160,2009,KYW,Kentucky (West),BIT,Bituminous,SUR,Surface,,,12.0,6637359,,number of employees,hours,number of mines,short tons,short tons per labor hour
161,2009,KYW,Kentucky (West),TOT,All,SUR,Surface,619.0,1286173.0,12.0,6637359,5.16,number of employees,hours,number of mines,short tons,short tons per labor hour
162,2009,KYW,Kentucky (West),BIT,Bituminous,ALL,All,,,24.0,32618948,,number of employees,hours,number of mines,short tons,short tons per labor hour
163,2009,KYW,Kentucky (West),TOT,All,ALL,All,3703.0,8874352.0,24.0,32618948,3.68,number of employees,hours,number of mines,short tons,short tons per labor hour
164,2009,KYE,Kentucky (East),BIT,Bituminous,UND,Underground,,,186.0,37170417,,number of employees,hours,number of mines,short tons,short tons per labor hour
165,2009,KYE,Kentucky (East),TOT,All,UND,Underground,8959.0,19664864.0,186.0,37170417,1.89,number of employees,hours,number of mines,short tons,short tons per labor hour
166,2009,KYE,Kentucky (East),BIT,Bituminous,SUR,Surface,,,239.0,37548689,,number of employees,hours,number of mines,short tons,short tons per labor hour
167,2009,KYE,Kentucky (East),TOT,All,SUR,Surface,6188.0,13218358.0,239.0,37548689,2.84,number of employees,hours,number of mines,short tons,short tons per labor hour
168,2009,KYE,Kentucky (East),BIT,Bituminous,ALL,All,,,425.0,74719106,,number of employees,hours,number of mines,short tons,short tons per labor hour
169,2009,KYE,Kentucky (East),TOT,All,ALL,All,15147.0,32883222.0,425.0,74719106,2.27,number of employees,hours,number of mines,short tons,short tons per labor hour
170,2009,KY,Kentucky,BIT,Bituminous,UND,Underground,,,198.0,63152006,,number of employees,hours,number of mines,short tons,short tons per labor hour
171,2009,KY,Kentucky,TOT,All,UND,Underground,12043.0,27253043.0,198.0,63152006,2.32,number of employees,hours,number of mines,short tons,short tons per labor hour
172,2009,KY,Kentucky,BIT,Bituminous,SUR,Surface,,,251.0,44186048,,number of employees,hours,number of mines,short tons,short tons per labor hour
173,2009,KY,Kentucky,TOT,All,SUR,Surface,6807.0,14504531.0,251.0,44186048,3.05,number of employees,hours,number of mines,short tons,short tons per labor hour
174,2009,KY,Kentucky,BIT,Bituminous,ALL,All,,,449.0,107338054,,number of employees,hours,number of mines,short tons,short tons per labor hour
175,2009,KY,Kentucky,TOT,All,ALL,All,18850.0,41757574.0,449.0,107338054,2.57,number of employees,hours,number of mines,short tons,short tons per labor hour
176,2009,AL,Alabama,BIT,Bituminous,UND,Underground,,,7.0,11504736,,number of employees,hours,number of mines,short tons,short tons per labor hour
177,2009,AL,Alabama,TOT,All,UND,Underground,2655.0,6152290.0,7.0,11504736,1.87,number of employees,hours,number of mines,short tons,short tons per labor hour
178,2009,AL,Alabama,BIT,Bituminous,SUR,Surface,,,50.0,7291454,,number of employees,hours,number of mines,short tons,short tons per labor hour
179,2009,AL,Alabama,TOT,All,SUR,Surface,1603.0,3350179.0,50.0,7291454,2.18,number of employees,hours,number of mines,short tons,short tons per labor hour
180,2009,AL,Alabama,BIT,Bituminous,ALL,All,,,57.0,18796190,,number of employees,hours,number of mines,short tons,short tons per labor hour
181,2009,AL,Alabama,TOT,All,ALL,All,4258.0,9502469.0,57.0,18796190,1.98,number of employees,hours,number of mines,short tons,short tons per labor hour
182,2009,ESC,East South Central,BIT,Bituminous,UND,Underground,,,213.0,75499086,,number of employees,hours,number of mines,short tons,short tons per labor hour
183,2009,ESC,East South Central,TOT,All,UND,Underground,15064.0,34072792.0,213.0,75499086,2.22,number of employees,hours,number of mines,short tons,short tons per labor hour
184,2009,ESC,East South Central,LIG,Lignite,SUR,Surface,,,1.0,3439987,,number of employees,hours,number of mines,short tons,short tons per labor hour
185,2009,ESC,East South Central,BIT,Bituminous,SUR,Surface,,,318.0,52631257,,number of employees,hours,number of mines,short tons,short tons per labor hour
186,2009,ESC,East South Central,TOT,All,SUR,Surface,9025.0,19083395.0,319.0,56071244,2.94,number of employees,hours,number of mines,short tons,short tons per labor hour
187,2009,ESC,East South Central,LIG,Lignite,ALL,All,,,1.0,3439987,,number of employees,hours,number of mines,short tons,short tons per labor hour
188,2009,ESC,East South Central,BIT,Bituminous,ALL,All,,,531.0,128130343,,number of employees,hours,number of mines,short tons,short tons per labor hour
189,2009,ESC,East South Central,TOT,All,ALL,All,24089.0,53156187.0,532.0,131570330,2.48,number of employees,hours,number of mines,short tons,short tons per labor hour
190,2009,WVS,West Virginia (Southern),BIT,Bituminous,UND,Underground,,,150.0,47738939,,number of employees,hours,number of mines,short tons,short tons per labor hour
191,2009,WVS,West Virginia (Southern),TOT,All,UND,Underground,10566.0,22544223.0,150.0,47738939,2.12,number of employees,hours,number of mines,short tons,short tons per labor hour
192,2009,WVS,West Virginia (Southern),BIT,Bituminous,SUR,Surface,,,94.0,50993466,,number of employees,hours,number of mines,short tons,short tons per labor hour
