,period,average-employees,labor-hours,number-of-mines,production,productivity,GDP
2008,2016,1030.0,2090691.0,5.0,11773513,5.63,18695.110842
2012,2016,3131.0,6250405.0,15.0,53368344,8.54,18695.110842
2016,2016,4161.0,8341096.0,20.0,65141857,7.81,18695.110842
2019,2016,1931.0,4084287.0,10.0,21415825,5.24,18695.110842
2021,2016,413.0,843223.0,2.0,3660936,4.34,18695.110842
2024,2016,2344.0,4927510.0,12.0,25076761,5.09,18695.110842
2026,2016,5692.0,11361296.0,16.0,313752348,27.62,18695.110842
2028,2016,5692.0,11361296.0,16.0,313752348,27.62,18695.110842
2031,2016,2961.0,6174978.0,15.0,33189338,5.37,18695.110842
2035,2016,9236.0,18454924.0,33.0,370781628,20.09,18695.110842
2039,2016,12197.0,24629902.0,48.0,403970966,16.4,18695.110842
2041,2016,132.0,311101.0,2.0,420449,1.35,18695.110842
2044,2016,3317.0,7128503.0,25.0,45211852,6.34,18695.110842
2047,2016,3449.0,7439604.0,27.0,45632301,6.13,18695.110842
2049,2016,6906.0,15914839.0,29.0,76577647,4.81,18695.110842
2051,2016,1852.0,4216750.0,28.0,21707206,5.15,18695.110842
2053,2016,8758.0,20131589.0,57.0,98284853,4.88,18695.110842
2055,2016,7038.0,16225940.0,31.0,76998096,4.75,18695.110842
2058,2016,5169.0,11345253.0,53.0,66919058,5.9,18695.110842
2061,2016,12207.0,27571193.0,84.0,143917154,5.22,18695.110842
2063,2016,1544.0,3368485.0,7.0,7434009,2.21,18695.110842
2065,2016,580.0,1184237.0,23.0,2208965,1.87,18695.110842
2067,2016,2124.0,4552722.0,30.0,9642974,2.12,18695.110842
2070,2016,8863.0,19323206.0,65.0,94685182,4.9,18695.110842
2073,2016,2288.0,4296724.0,159.0,8738857,2.03,18695.110842
2076,2016,11151.0,23619930.0,224.0,103424039,4.38,18695.110842
2078,2016,9600.0,20705215.0,135.0,39799629,1.92,18695.110842
2080,2016,4417.0,9015423.0,174.0,26758862,2.97,18695.110842
2082,2016,14017.0,29720638.0,309.0,66558491,2.24,18695.110842
2085,2016,20007.0,43396906.0,207.0,141918820,3.27,18695.110842
2088,2016,7285.0,14496384.0,356.0,37706684,2.6,18695.110842
2091,2016,27292.0,57893290.0,563.0,179625504,3.1,18695.110842
2093,2016,110.0,206736.0,1.0,932122,4.51,18695.110842
2095,2016,110.0,206736.0,1.0,932122,4.51,18695.110842
2097,2016,110.0,206736.0,1.0,932122,4.51,18695.110842
2099,2016,110.0,206736.0,1.0,932122,4.51,18695.110842
2101,2016,279.0,613137.0,1.0,1167265,1.9,18695.110842
2104,2016,5477.0,10969564.0,15.0,296050867,26.99,18695.110842
2107,2016,5756.0,11582701.0,16.0,297218132,25.66,18695.110842
2109,2016,1129.0,2343423.0,7.0,13297097,5.67,18695.110842
2111,2016,49.0,124049.0,1.0,669025,5.39,18695.110842
2113,2016,1178.0,2467472.0,8.0,13966122,5.66,18695.110842
2115,2016,404.0,743555.0,1.0,4330717,5.82,18695.110842
2118,2016,619.0,1253218.0,2.0,9010372,7.19,18695.110842
2121,2016,1023.0,1996773.0,3.0,13341089,6.68,18695.110842
2123,2016,237.0,505597.0,1.0,5609042,11.09,18695.110842
2126,2016,920.0,1761689.0,5.0,26726614,15.17,18695.110842
2130,2016,1157.0,2267286.0,6.0,32335656,14.26,18695.110842
2133,2016,912.0,1969266.0,5.0,8785217,4.46,18695.110842
2136,2016,419.0,847300.0,3.0,3848919,4.54,18695.110842
2139,2016,1331.0,2816566.0,8.0,12634136,4.49,18695.110842
2141,2016,385.0,909406.0,1.0,5422850,5.96,18695.110842
2143,2016,385.0,909406.0,1.0,5422850,5.96,18695.110842
2146,2016,2961.0,6174978.0,15.0,33189338,5.37,18695.110842
2150,2016,7869.0,15865226.0,27.0,341728647,21.54,18695.110842
2154,2016,10830.0,22040204.0,42.0,374917985,17.01,18695.110842
2156,2016,2561.0,5554504.0,14.0,39000584,7.02,18695.110842
2158,2016,2561.0,5554504.0,14.0,39000584,7.02,18695.110842
2160,2016,76.0,206110.0,1.0,383668,1.86,18695.110842
2162,2016,76.0,176218.0,3.0,270552,1.54,18695.110842
2164,2016,152.0,382328.0,4.0,654220,1.71,18695.110842
2166,2016,305.0,724641.0,2.0,2797656,3.86,18695.110842
2168,2016,305.0,724641.0,2.0,2797656,3.86,18695.110842
2170,2016,56.0,104991.0,1.0,36781,0.35,18695.110842
2172,2016,11.0,26192.0,2.0,12634,0.48,18695.110842
2174,2016,67.0,131183.0,3.0,49415,0.38,18695.110842
2176,2016,132.0,311101.0,2.0,420449,1.35,18695.110842
2179,2016,2953.0,6481555.0,21.0,42081426,6.49,18695.110842
2182,2016,3085.0,6792656.0,23.0,42501875,6.26,18695.110842
2184,2016,136.0,266372.0,4.0,423278,1.59,18695.110842
2186,2016,42.0,83469.0,2.0,220703,2.64,18695.110842
2188,2016,178.0,349841.0,6.0,643981,1.84,18695.110842
2190,2016,338.0,602676.0,2.0,2869740,4.76,18695.110842
2192,2016,338.0,602676.0,2.0,2869740,4.76,18695.110842
2194,2016,2469.0,5777859.0,9.0,23057264,3.99,18695.110842
2196,2016,251.0,538906.0,7.0,3038748,5.64,18695.110842
2198,2016,2720.0,6316765.0,16.0,26096012,4.13,18695.110842
2200,2016,2551.0,5580522.0,51.0,9654044,1.73,18695.110842
2202,2016,1458.0,2670000.0,91.0,7117842,2.67,18695.110842
2204,2016,4009.0,8250522.0,142.0,16771886,2.03,18695.110842
2206,2016,5020.0,11358381.0,60.0,32711308,2.88,18695.110842
2208,2016,1709.0,3208906.0,98.0,10156590,3.17,18695.110842
2210,2016,6729.0,14567287.0,158.0,42867898,2.94,18695.110842
2212,2016,1544.0,3368485.0,7.0,7434009,2.21,18695.110842
2214,2016,580.0,1184237.0,23.0,2208965,1.87,18695.110842
2216,2016,2124.0,4552722.0,30.0,9642974,2.12,18695.110842
2218,2016,6700.0,14993238.0,71.0,40568595,2.71,18695.110842
2221,2016,2669.0,5079288.0,125.0,15455998,3.04,18695.110842
2224,2016,9369.0,20072526.0,196.0,56024593,2.79,18695.110842
2226,2016,5184.0,11058071.0,55.0,20751554,1.88,18695.110842
2228,2016,2229.0,4804905.0,52.0,15481383,3.22,18695.110842
2230,2016,7413.0,15862976.0,107.0,36232937,2.28,18695.110842
2232,2016,4075.0,9029976.0,13.0,43293042,4.79,18695.110842
2234,2016,73.0,129085.0,3.0,231336,1.79,18695.110842
2236,2016,4148.0,9159061.0,16.0,43524378,4.75,18695.110842
2238,2016,9259.0,20088047.0,68.0,64044596,3.19,18695.110842
2240,2016,2302.0,4933990.0,55.0,15712719,3.18,18695.110842
2242,2016,11561.0,25022037.0,123.0,79757315,3.19,18695.110842
2244,2016,1729.0,3800250.0,25.0,8970753,2.36,18695.110842
2246,2016,688.0,1457049.0,29.0,3938934,2.7,18695.110842
2248,2016,2417.0,5257299.0,54.0,12909687,2.46,18695.110842
2250,2016,174.0,369057.0,2.0,708787,1.92,18695.110842
2252,2016,161.0,333674.0,15.0,906959,2.72,18695.110842
2254,2016,335.0,702731.0,17.0,1615746,2.3,18695.110842
2256,2016,11162.0,24257354.0,95.0,73724136,3.04,18695.110842
2258,2016,3151.0,6724713.0,99.0,20558612,3.06,18695.110842
2260,2016,14313.0,30982067.0,194.0,94282748,3.04,18695.110842
2262,2016,1257.0,2382962.0,5.0,28120859,11.8,18695.110842
2264,2016,1257.0,2382962.0,5.0,28120859,11.8,18695.110842
2266,2016,19.0,42945.0,1.0,233898,5.45,18695.110842
2268,2016,19.0,42945.0,1.0,233898,5.45,18695.110842
2270,2016,7.0,1327.0,1.0,26788,20.19,18695.110842
2272,2016,7.0,1327.0,1.0,26788,20.19,18695.110842
2275,2016,1283.0,2427234.0,7.0,28381545,11.69,18695.110842
2278,2016,1283.0,2427234.0,7.0,28381545,11.69,18695.110842
2280,2016,976.0,2034767.0,9.0,9297167,4.57,18695.110842
2282,2016,490.0,995702.0,10.0,3266962,3.28,18695.110842
2284,2016,1466.0,3030469.0,19.0,12564129,4.15,18695.110842
2286,2016,1442.0,3269542.0,8.0,12263212,3.75,18695.110842
2288,2016,1377.0,3176705.0,12.0,16503493,5.2,18695.110842
2290,2016,2819.0,6446247.0,20.0,28766705,4.46,18695.110842
2292,2016,2995.0,6867438.0,12.0,41257171,6.01,18695.110842
2294,2016,224.0,501139.0,9.0,2164965,4.32,18695.110842
2296,2016,3219.0,7368577.0,21.0,43422136,5.89,18695.110842
2298,2016,5413.0,12171747.0,29.0,62817550,5.16,18695.110842
2300,2016,2091.0,4673546.0,31.0,21935420,4.69,18695.110842
2302,2016,7504.0,16845293.0,60.0,84752970,5.03,18695.110842
2304,2016,3548.0,7732244.0,31.0,41295424,5.34,18695.110842
2306,2016,702.0,1194769.0,88.0,2924658,2.45,18695.110842
2308,2016,4250.0,8927013.0,119.0,44220082,4.95,18695.110842
2310,2016,90.0,157162.0,10.0,90762,0.58,18695.110842
2312,2016,862.0,1643494.0,43.0,1408942,0.86,18695.110842
2314,2016,952.0,1800656.0,53.0,1499704,0.83,18695.110842
2317,2016,3638.0,7889406.0,41.0,41386186,5.25,18695.110842
2320,2016,1564.0,2838263.0,131.0,4333600,1.53,18695.110842
2323,2016,5202.0,10727669.0,172.0,45719786,4.26,18695.110842
2326,2016,3638.0,7889406.0,41.0,41386186,5.25,18695.110842
2329,2016,1564.0,2838263.0,131.0,4333600,1.53,18695.110842
2335,2015,9001.0,18613707.0,29.0,435323409,23.39,18206.020741
2339,2015,12464.0,25867229.0,45.0,478595242,18.5,18206.020741
2341,2015,22513.0,50795169.0,178.0,130177403,2.56,18206.020741
2344,2015,10207.0,21368403.0,273.0,86262390,4.04,18206.020741
2347,2015,32720.0,72163572.0,451.0,216439793,3.0,18206.020741
2349,2015,7123.0,15872050.0,34.0,79801179,5.03,18206.020741
2352,2015,3926.0,8421778.0,44.0,56775501,6.74,18206.020741
2355,2015,11049.0,24293828.0,78.0,136576680,5.62,18206.020741
2358,2015,6946.0,14934217.0,77.0,53570887,3.59,18206.020741
2361,2015,2680.0,5383444.0,183.0,10374215,1.93,18206.020741
2364,2015,9626.0,20317661.0,260.0,63945102,3.15,18206.020741
2367,2015,1234.0,2602404.0,5.0,16852793,6.48,18206.020741
2371,2015,3194.0,6591497.0,14.0,60048488,9.11,18206.020741
2377,2015,10262.0,21056106.0,33.0,464125235,22.04,18206.020741
2381,2015,13725.0,28309628.0,49.0,507397068,17.92,18206.020741
2383,2015,147.0,373697.0,2.0,481978,1.29,18206.020741
2386,2015,3437.0,7208062.0,25.0,43227174,6.0,18206.020741
2389,2015,3584.0,7581759.0,27.0,43709152,5.77,18206.020741
2391,2015,8686.0,20245541.0,34.0,96361445,4.76,18206.020741
2393,2015,2288.0,5295173.0,30.0,27359031,5.17,18206.020741
2395,2015,10974.0,25540714.0,64.0,123720476,4.84,18206.020741
2397,2015,8833.0,20619238.0,36.0,96843423,4.7,18206.020741
2400,2015,5725.0,12503235.0,55.0,70586205,5.65,18206.020741
2403,2015,14558.0,33122473.0,91.0,167429628,5.05,18206.020741
2405,2015,2464.0,6079175.0,8.0,9897327,1.63,18206.020741
2407,2015,748.0,1715531.0,29.0,3293505,1.92,18206.020741
2409,2015,3212.0,7794706.0,37.0,13190832,1.69,18206.020741
2412,2015,11819.0,25707229.0,75.0,103578553,4.03,18206.020741
2415,2015,2979.0,5941930.0,189.0,13200285,2.22,18206.020741
2418,2015,14798.0,31649159.0,264.0,116778838,3.69,18206.020741
2420,2015,13466.0,29195794.0,170.0,53230166,1.82,18206.020741
2422,2015,6100.0,12570530.0,223.0,37530285,2.99,18206.020741
2424,2015,19566.0,41766324.0,393.0,90760451,2.17,18206.020741
2427,2015,27749.0,60982198.0,253.0,166706046,2.73,18206.020741
2430,2015,9827.0,20227991.0,441.0,54024075,2.67,18206.020741
2433,2015,4428.0,9193901.0,19.0,76901281,8.36,18206.020741
2435,2015,2229.0,4651118.0,11.0,26419040,5.68,18206.020741
2438,2015,435.0,881357.0,3.0,5499713,6.24,18206.020741
2441,2015,2664.0,5532475.0,14.0,31918753,5.77,18206.020741
2443,2015,6633.0,13583252.0,16.0,398577034,29.34,18206.020741
2445,2015,6633.0,13583252.0,16.0,398577034,29.34,18206.020741
2448,2015,3463.0,7253522.0,16.0,43271833,5.97,18206.020741
2450,2015,37576.0,81210189.0,694.0,220730121,2.72,18206.020741
2452,2015,113.0,255104.0,1.0,1177390,4.62,18206.020741
2454,2015,113.0,255104.0,1.0,1177390,4.62,18206.020741
2456,2015,113.0,255104.0,1.0,1177390,4.62,18206.020741
2458,2015,113.0,255104.0,1.0,1177390,4.62,18206.020741
2460,2015,308.0,697899.0,1.0,3090175,4.43,18206.020741
2463,2015,6327.0,13025861.0,15.0,372682329,28.61,18206.020741
2466,2015,6635.0,13723760.0,16.0,375772504,27.38,18206.020741
2468,2015,1158.0,2402043.0,8.0,14103385,5.87,18206.020741
2470,2015,53.0,146978.0,1.0,315693,2.15,18206.020741
2472,2015,1211.0,2549021.0,9.0,14419078,5.66,18206.020741
2474,2015,483.0,954730.0,1.0,6517519,6.83,18206.020741
2477,2015,647.0,1347617.0,2.0,13161277,9.77,18206.020741
2480,2015,1130.0,2302347.0,3.0,19678796,8.55,18206.020741
2482,2015,313.0,676428.0,1.0,6419645,9.49,18206.020741
2485,2015,1017.0,1979297.0,5.0,35444359,17.91,18206.020741
2489,2015,1330.0,2655725.0,6.0,41864004,15.76,18206.020741
2491,2015,1201.0,2522422.0,5.0,13141109,5.21,18206.020741
2494,2015,441.0,883219.0,4.0,5737806,6.5,18206.020741
2497,2015,1642.0,3405641.0,9.0,18878915,5.54,18206.020741
2499,2015,403.0,975631.0,1.0,6804555,6.97,18206.020741
2501,2015,403.0,975631.0,1.0,6804555,6.97,18206.020741
2504,2015,3463.0,7253522.0,16.0,43271833,5.97,18206.020741
2508,2015,8888.0,18358603.0,28.0,434146019,23.65,18206.020741
2512,2015,12351.0,25612125.0,44.0,477417852,18.64,18206.020741
2514,2015,2689.0,5718203.0,14.0,35917966,6.28,18206.020741
2516,2015,2689.0,5718203.0,14.0,35917966,6.28,18206.020741
2518,2015,74.0,210177.0,1.0,390706,1.86,18206.020741
2520,2015,87.0,213641.0,4.0,389493,1.82,18206.020741
2522,2015,161.0,423818.0,5.0,780199,1.84,18206.020741
2524,2015,307.0,657473.0,2.0,3438728,5.23,18206.020741
2526,2015,307.0,657473.0,2.0,3438728,5.23,18206.020741
2528,2015,73.0,163520.0,1.0,91272,0.56,18206.020741
2530,2015,2.0,978.0,1.0,190,0.19,18206.020741
2532,2015,75.0,164498.0,2.0,91462,0.56,18206.020741
2534,2015,147.0,373697.0,2.0,481978,1.29,18206.020741
2537,2015,3085.0,6590295.0,21.0,39746377,6.03,18206.020741
2540,2015,3232.0,6963992.0,23.0,40228355,5.78,18206.020741
2542,2015,181.0,362865.0,4.0,531197,1.46,18206.020741
2544,2015,95.0,168080.0,6.0,366287,2.18,18206.020741
2546,2015,276.0,530945.0,10.0,897484,1.69,18206.020741
2548,2015,330.0,562240.0,2.0,3143392,5.59,18206.020741
2550,2015,330.0,562240.0,2.0,3143392,5.59,18206.020741
2552,2015,3122.0,7666578.0,11.0,28780419,3.75,18206.020741
2554,2015,395.0,824055.0,6.0,4543583,5.51,18206.020741
2556,2015,3517.0,8490633.0,17.0,33324002,3.92,18206.020741
2558,2015,3879.0,8009227.0,70.0,14597826,1.82,18206.020741
2560,2015,2425.0,4569844.0,123.0,13503133,2.95,18206.020741
2562,2015,6304.0,12579071.0,193.0,28100959,2.23,18206.020741
2564,2015,7001.0,15675805.0,81.0,43378245,2.77,18206.020741
2566,2015,2820.0,5393899.0,129.0,18046716,3.35,18206.020741
2568,2015,9821.0,21069704.0,210.0,61424961,2.92,18206.020741
2570,2015,2464.0,6079175.0,8.0,9897327,1.63,18206.020741
2572,2015,748.0,1715531.0,29.0,3293505,1.92,18206.020741
2574,2015,3212.0,7794706.0,37.0,13190832,1.69,18206.020741
2576,2015,9646.0,22117845.0,93.0,53806769,2.43,18206.020741
2579,2015,3993.0,7839750.0,166.0,24849900,3.17,18206.020741
2582,2015,13639.0,29957595.0,259.0,78656669,2.63,18206.020741
2584,2015,7240.0,16053078.0,64.0,28424197,1.77,18206.020741
2586,2015,2753.0,6158169.0,61.0,19423542,3.15,18206.020741
2588,2015,9993.0,22211247.0,125.0,47847739,2.15,18206.020741
2590,2015,5315.0,11923272.0,17.0,46865382,3.93,18206.020741
2592,2015,182.0,357945.0,9.0,919779,2.57,18206.020741
2594,2015,5497.0,12281217.0,26.0,47785161,3.89,18206.020741
2596,2015,12555.0,27976350.0,81.0,75289579,2.69,18206.020741
2598,2015,2935.0,6516114.0,70.0,20343321,3.12,18206.020741
2600,2015,15490.0,34492464.0,151.0,95632900,2.77,18206.020741
2602,2015,2166.0,4770624.0,32.0,9676946,2.03,18206.020741
2604,2015,827.0,1674437.0,33.0,4237323,2.53,18206.020741
2606,2015,2993.0,6445061.0,65.0,13914269,2.16,18206.020741
2608,2015,165.0,327277.0,2.0,599077,1.83,18206.020741
2610,2015,194.0,422244.0,16.0,1322792,3.13,18206.020741
2612,2015,359.0,749521.0,18.0,1921869,2.56,18206.020741
2614,2015,14886.0,33074251.0,115.0,85565602,2.59,18206.020741
2616,2015,3956.0,8612795.0,119.0,25903436,3.01,18206.020741
2618,2015,18842.0,41687046.0,234.0,111469038,2.67,18206.020741
2620,2015,1261.0,2442399.0,4.0,28801826,11.79,18206.020741
2622,2015,1261.0,2442399.0,4.0,28801826,11.79,18206.020741
2624,2015,15.0,39285.0,1.0,138206,3.52,18206.020741
2626,2015,15.0,39285.0,1.0,138206,3.52,18206.020741
2628,2015,7.0,16242.0,1.0,199199,12.26,18206.020741
2630,2015,7.0,16242.0,1.0,199199,12.26,18206.020741
2633,2015,1283.0,2497926.0,6.0,29139231,11.67,18206.020741
2636,2015,1283.0,2497926.0,6.0,29139231,11.67,18206.020741
2638,2015,1559.0,3293087.0,11.0,12220153,3.71,18206.020741
2640,2015,750.0,1452734.0,14.0,4820822,3.32,18206.020741
2642,2015,2309.0,4745821.0,25.0,17040975,3.59,18206.020741
2644,2015,1818.0,4249814.0,9.0,15607761,3.67,18206.020741
2646,2015,1493.0,3587465.0,15.0,18687683,5.21,18206.020741
2648,2015,3311.0,7837279.0,24.0,34295444,4.38,18206.020741
2650,2015,3746.0,8329149.0,14.0,51973265,6.24,18206.020741
2652,2015,400.0,883653.0,9.0,4127765,4.67,18206.020741
2654,2015,4146.0,9212802.0,23.0,56101030,6.09,18206.020741
2656,2015,7123.0,15872050.0,34.0,79801179,5.03,18206.020741
2658,2015,2643.0,5923852.0,38.0,27636270,4.67,18206.020741
2660,2015,9766.0,21795902.0,72.0,107437449,4.93,18206.020741
2662,2015,4698.0,10012946.0,37.0,43807481,4.38,18206.020741
2664,2015,930.0,1788618.0,100.0,4270000,2.39,18206.020741
2666,2015,5628.0,11801564.0,137.0,48077481,4.07,18206.020741
2668,2015,82.0,150647.0,8.0,86460,0.57,18206.020741
2670,2015,923.0,1920389.0,50.0,1866892,0.97,18206.020741
2672,2015,1005.0,2071036.0,58.0,1953352,0.94,18206.020741
2675,2015,4780.0,10163593.0,45.0,43893941,4.32,18206.020741
2678,2015,1853.0,3709007.0,150.0,6136892,1.65,18206.020741
2681,2015,6633.0,13872600.0,195.0,50030833,3.61,18206.020741
2684,2015,4780.0,10163593.0,45.0,43893941,4.32,18206.020741
2687,2015,1853.0,3709007.0,150.0,6136892,1.65,18206.020741
2690,2015,6633.0,13872600.0,195.0,50030833,3.61,18206.020741
2694,2015,40045.0,88854958.0,305.0,306821302,3.45,18206.020741
2699,2015,25814.0,53787332.0,529.0,588735515,10.95,18206.020741
2702,2015,112.0,153888.0,19.0,1383746,8.99,18206.020741
2707,2015,65971.0,142796178.0,853.0,896940563,6.28,18206.020741
2710,2015,3610.0,7627219.0,18.0,43753811,5.74,18206.020741
2714,2015,13369.0,27701928.0,56.0,504209017,18.2,18206.020741
2718,2015,16979.0,35329147.0,74.0,547962828,15.51,18206.020741
2721,2015,36435.0,81227739.0,287.0,263067491,3.24,18206.020741
2725,2015,12445.0,26085404.0,473.0,84526498,3.24,18206.020741
2729,2015,48880.0,107313143.0,760.0,347593989,3.24,18206.020741
2732,2015,3463.0,7253522.0,16.0,43271833,5.97,18206.020741
2733,2014,6624.0,13824431.0,18.0,395665099,28.62,17550.680174
2735,2014,1609.0,3949316.0,20.0,21161814,5.36,17550.680174
2737,2014,3810.0,9331294.0,29.0,39266977,4.21,17550.680174
2739,2014,3772.0,8605284.0,13.0,52713125,6.13,17550.680174
2741,2014,446.0,1068145.0,9.0,5256175,4.92,17550.680174
2743,2014,4218.0,9673429.0,22.0,57969300,5.99,17550.680174
2745,2014,7970.0,18516061.0,33.0,86367974,4.66,17550.680174
2747,2014,2981.0,7077429.0,46.0,33120668,4.68,17550.680174
2750,2014,28456.0,61751639.0,613.0,643721158,10.42,17550.680174
2753,2014,127.0,122862.0,27.0,1623609,13.21,17550.680174
2758,2014,74931.0,167849551.0,985.0,1000048758,5.96,17550.680174
2761,2014,3988.0,8670911.0,18.0,56058352,6.47,17550.680174
2765,2014,13510.0,28340771.0,62.0,534469955,18.86,17550.680174
2769,2014,17498.0,37011682.0,80.0,590528307,15.96,17550.680174
2772,2014,42360.0,97304139.0,327.0,298645639,3.07,17550.680174
2779,2014,46348.0,105975050.0,345.0,354703991,3.35,17550.680174
2783,2014,14946.0,33410868.0,551.0,109251203,3.27,17550.680174
2787,2014,57306.0,130715007.0,878.0,407896842,3.12,17550.680174
2790,2014,3829.0,8284964.0,16.0,55573302,6.71,17550.680174
2794,2014,8986.0,18748548.0,31.0,458111432,24.43,17550.680174
2798,2014,12815.0,27033512.0,47.0,513684734,19.0,17550.680174
2800,2014,25865.0,59827566.0,207.0,148784237,2.49,17550.680174
2803,2014,12293.0,27535886.0,327.0,110912282,4.03,17550.680174
2806,2014,38158.0,87363452.0,534.0,259696519,2.97,17550.680174
2808,2014,7970.0,18516061.0,33.0,86367974,4.66,17550.680174
2811,2014,4296.0,9686150.0,53.0,62707040,6.47,17550.680174
2814,2014,12266.0,28202211.0,86.0,149075014,5.29,17550.680174
2817,2014,8684.0,19346459.0,89.0,63978478,3.31,17550.680174
2820,2014,2881.0,5781055.0,202.0,11990404,2.07,17550.680174
2823,2014,11565.0,25127514.0,291.0,75968882,3.02,17550.680174
2826,2014,1270.0,2806443.0,5.0,21051784,7.5,17550.680174
2830,2014,3222.0,6681799.0,16.0,63511633,9.51,17550.680174
2834,2014,4492.0,9488242.0,21.0,84563417,8.91,17550.680174
2836,2014,2559.0,5478521.0,11.0,34521518,6.3,17550.680174
2839,2014,457.0,919804.0,3.0,5600756,6.09,17550.680174
2842,2014,3016.0,6398325.0,14.0,40122274,6.27,17550.680174
2844,2014,6592.0,13687442.0,16.0,418156236,30.55,17550.680174
2846,2014,6592.0,13687442.0,16.0,418156236,30.55,17550.680174
2849,2014,3829.0,8284964.0,16.0,55573302,6.71,17550.680174
2853,2014,10271.0,21289045.0,35.0,487268625,22.89,17550.680174
2857,2014,14100.0,29574009.0,51.0,542841927,18.36,17550.680174
2859,2014,159.0,385947.0,2.0,485050,1.26,17550.680174
2862,2014,3563.0,7706617.0,29.0,50938430,6.61,17550.680174
2865,2014,3722.0,8092564.0,31.0,51423480,6.35,17550.680174
2867,2014,9815.0,23808957.0,35.0,105211619,4.42,17550.680174
2869,2014,2481.0,5987037.0,37.0,31969341,5.34,17550.680174
2871,2014,12296.0,29795994.0,72.0,137180960,4.6,17550.680174
2873,2014,9974.0,24194904.0,37.0,105696669,4.37,17550.680174
2876,2014,6044.0,13693654.0,66.0,82907771,6.05,17550.680174
2879,2014,16018.0,37888558.0,103.0,188604440,4.98,17550.680174
2880,2014,3643.0,8023171.0,159.0,24527447,3.06,17550.680174
2882,2014,11834.0,27586721.0,252.0,77334723,2.8,17550.680174
2884,2014,2852.0,6797799.0,7.0,12516207,1.84,17550.680174
2886,2014,842.0,1904314.0,29.0,3846738,2.02,17550.680174
2888,2014,3694.0,8702113.0,36.0,16362945,1.88,17550.680174
2890,2014,11201.0,26720981.0,103.0,65945088,2.47,17550.680174
2893,2014,4873.0,10677207.0,194.0,32328929,3.03,17550.680174
2896,2014,16074.0,37398188.0,297.0,98274017,2.63,17550.680174
2898,2014,8661.0,19522629.0,83.0,34116367,1.75,17550.680174
2900,2014,3781.0,9023178.0,76.0,29212559,3.24,17550.680174
2902,2014,12442.0,28545807.0,159.0,63328926,2.22,17550.680174
2904,2014,5677.0,12806715.0,17.0,47519824,3.71,17550.680174
2906,2014,211.0,405513.0,15.0,1338623,3.3,17550.680174
2908,2014,5888.0,13212228.0,32.0,48858447,3.7,17550.680174
2910,2014,14338.0,32329344.0,100.0,81636191,2.53,17550.680174
2912,2014,3992.0,9428691.0,91.0,30551182,3.24,17550.680174
2914,2014,18330.0,41758035.0,191.0,112187373,2.69,17550.680174
2916,2014,2863.0,6197908.0,38.0,11066747,1.79,17550.680174
2918,2014,764.0,1640616.0,31.0,3992431,2.43,17550.680174
2920,2014,3627.0,7838524.0,69.0,15059178,1.92,17550.680174
2922,2014,167.0,391294.0,2.0,717908,1.83,17550.680174
2924,2014,219.0,446486.0,18.0,1260020,2.82,17550.680174
2926,2014,386.0,837780.0,20.0,1977928,2.36,17550.680174
2928,2014,17368.0,38918546.0,140.0,93420846,2.4,17550.680174
2930,2014,4975.0,11515793.0,140.0,35803633,3.11,17550.680174
2932,2014,22343.0,50434339.0,280.0,129224479,2.56,17550.680174
2934,2014,1285.0,2540497.0,4.0,29157193,11.48,17550.680174
2936,2014,1285.0,2540497.0,4.0,29157193,11.48,17550.680174
2938,2014,20.0,51021.0,1.0,362813,7.11,17550.680174
2940,2014,20.0,51021.0,1.0,362813,7.11,17550.680174
2942,2014,10.0,17203.0,2.0,66366,3.86,17550.680174
2944,2014,10.0,17203.0,2.0,66366,3.86,17550.680174
2947,2014,1315.0,2608721.0,7.0,29586372,11.34,17550.680174
2950,2014,1315.0,2608721.0,7.0,29586372,11.34,17550.680174
2952,2014,1997.0,4528799.0,11.0,15549686,3.43,17550.680174
2954,2014,926.0,2059968.0,17.0,6702679,3.25,17550.680174
2956,2014,2923.0,6588767.0,28.0,22252365,3.38,17550.680174
2958,2014,2201.0,5381978.0,9.0,18105163,3.36,17550.680174
2960,2014,1330.0,2836874.0,7.0,17379148,6.13,17550.680174
2962,2014,63.0,167165.0,1.0,555268,3.32,17550.680174
2964,2014,1393.0,3004039.0,8.0,17934416,5.97,17550.680174
2966,2014,488.0,989397.0,1.0,8799554,8.89,17550.680174
2969,2014,661.0,1396447.0,2.0,13163757,9.43,17550.680174
2972,2014,1149.0,2385844.0,3.0,21963311,9.21,17550.680174
2974,2014,324.0,741138.0,1.0,7901784,10.66,17550.680174
2977,2014,996.0,1948918.0,5.0,36660264,18.81,17550.680174
2981,2014,1320.0,2690056.0,6.0,44562048,16.57,17550.680174
2983,2014,1372.0,2949135.0,6.0,18123085,6.15,17550.680174
2986,2014,450.0,905209.0,4.0,5884410,6.5,17550.680174
2989,2014,1822.0,3854344.0,10.0,24007495,6.23,17550.680174
2991,2014,387.0,998331.0,1.0,8050607,8.06,17550.680174
2993,2014,387.0,998331.0,1.0,8050607,8.06,17550.680174
2996,2014,3829.0,8284964.0,16.0,55573302,6.71,17550.680174
3000,2014,8866.0,18472081.0,30.0,456609674,24.72,17550.680174
3004,2014,12695.0,26757045.0,46.0,512182976,19.14,17550.680174
3005,2014,10951.0,25593490.0,79.0,119488642,4.67,17550.680174
3007,2014,5736.0,12992557.0,43.0,52818896,4.07,17550.680174
