,period,value,GDP
315,2010,4.86,15048.964444
318,2010,5.65,15048.964444
319,2010,61.2,15048.964444
320,2010,5.85,15048.964444
321,2010,2.8,15048.964444
322,2010,6.68,15048.964444
323,2010,7.4,15048.964444
324,2010,6.1,15048.964444
325,2010,7.54,15048.964444
326,2010,9.55,15048.964444
327,2010,100.0,15048.964444
328,2010,10.28,15048.964444
329,2010,45.0,15048.964444
330,2010,8.61,15048.964444
331,2010,4.68,15048.964444
332,2010,7.13,15048.964444
333,2010,10.95,15048.964444
334,2010,9.25,15048.964444
335,2010,9.88,15048.964444
336,2010,8.58,15048.964444
337,2010,14.53,15048.964444
338,2010,17.89,15048.964444
339,2010,8.76,15048.964444
340,2010,8.95,15048.964444
341,2010,15.17,15048.964444
342,2010,15.12,15048.964444
343,2010,15.87,15048.964444
344,2010,10.34,15048.964444
345,2010,100.0,15048.964444
346,2010,12.25,15048.964444
347,2010,9.77,15048.964444
348,2010,11.71,15048.964444
349,2010,7.84,15048.964444
352,2010,7.51,15048.964444
353,2010,75.5,15048.964444
354,2010,88.0,15048.964444
355,2010,100.0,15048.964444
357,2010,4.68,15048.964444
359,2010,4.84,15048.964444
360,2010,4.23,15048.964444
362,2010,5.57,15048.964444
363,2010,13.1,15048.964444
364,2010,5.3,15048.964444
365,2010,51.0,15048.964444
366,2010,4.23,15048.964444
367,2010,4.92,15048.964444
368,2010,3.17,15048.964444
369,2010,8.3,15048.964444
370,2010,5.73,15048.964444
371,2010,8.83,15048.964444
372,2010,5.21,15048.964444
373,2010,5.7,15048.964444
374,2010,5.54,15048.964444
375,2010,7.19,15048.964444
376,2010,7.07,15048.964444
377,2010,5.26,15048.964444
378,2010,6.5,15048.964444
379,2010,10.41,15048.964444
380,2010,1.8,15048.964444
381,2010,18.2,15048.964444
382,2010,6.67,15048.964444
383,2010,5.57,15048.964444
384,2010,4.61,15048.964444
385,2010,100.0,15048.964444
386,2010,9.63,15048.964444
387,2010,10.53,15048.964444
388,2010,5.58,15048.964444
389,2010,6.64,15048.964444
390,2010,47.5,15048.964444
391,2010,10.27,15048.964444
392,2010,10.49,15048.964444
393,2010,12.72,15048.964444
394,2010,7.28,15048.964444
395,2010,11.71,15048.964444
396,2010,11.73,15048.964444
397,2010,8.89,15048.964444
398,2010,7.81,15048.964444
399,2010,87.7,15048.964444
400,2010,12.24,15048.964444
401,2010,65.4,15048.964444
402,2010,11.39,15048.964444
403,2010,66.0,15048.964444
404,2010,8.77,15048.964444
405,2010,5.61,15048.964444
406,2010,97.3,15048.964444
407,2010,16.49,15048.964444
408,2010,6.25,15048.964444
409,2010,100.0,15048.964444
410,2010,4.85,15048.964444
411,2010,100.0,15048.964444
412,2010,4.81,15048.964444
413,2010,100.0,15048.964444
414,2010,100.0,15048.964444
415,2010,99.9,15048.964444
416,2010,4.57,15048.964444
417,2010,5.37,15048.964444
418,2010,4.7,15048.964444
419,2010,5.5,15048.964444
420,2010,5.17,15048.964444
421,2010,11.82,15048.964444
423,2010,4.23,15048.964444
424,2010,4.71,15048.964444
425,2010,4.46,15048.964444
426,2010,9.53,15048.964444
427,2010,4.52,15048.964444
428,2010,60.7,15048.964444
429,2010,10.02,15048.964444
430,2010,4.75,15048.964444
431,2010,4.84,15048.964444
432,2010,5.52,15048.964444
434,2010,4.85,15048.964444
435,2010,8.19,15048.964444
436,2010,5.43,15048.964444
437,2010,6.51,15048.964444
438,2010,6.18,15048.964444
439,2010,6.49,15048.964444
440,2010,5.27,15048.964444
442,2010,5.52,15048.964444
444,2010,4.66,15048.964444
446,2010,46.3,15048.964444
447,2010,100.0,15048.964444
448,2010,80.9,15048.964444
449,2010,10.47,15048.964444
450,2010,8.24,15048.964444
451,2010,9.6,15048.964444
452,2010,5.2,15048.964444
453,2010,5.84,15048.964444
454,2010,9.77,15048.964444
455,2010,7.6,15048.964444
456,2010,57.3,15048.964444
457,2010,12.4,15048.964444
458,2010,25.5,15048.964444
459,2010,76.4,15048.964444
460,2010,52.1,15048.964444
461,2010,80.5,15048.964444
462,2010,10.82,15048.964444
463,2010,13.01,15048.964444
464,2010,8.08,15048.964444
465,2010,10.19,15048.964444
466,2010,9.57,15048.964444
467,2010,13.26,15048.964444
468,2010,12.26,15048.964444
469,2010,8.95,15048.964444
470,2010,100.0,15048.964444
471,2010,11.39,15048.964444
472,2010,9.63,15048.964444
473,2010,13.34,15048.964444
474,2010,8.32,15048.964444
476,2010,100.0,15048.964444
477,2010,100.0,15048.964444
478,2010,4.46,15048.964444
479,2010,12.89,15048.964444
480,2010,4.87,15048.964444
481,2010,100.0,15048.964444
482,2010,100.0,15048.964444
483,2010,100.0,15048.964444
484,2010,100.0,15048.964444
485,2010,75.4,15048.964444
486,2010,100.0,15048.964444
487,2010,4.86,15048.964444
488,2010,5.67,15048.964444
489,2010,5.73,15048.964444
490,2010,0.5,15048.964444
493,2010,4.35,15048.964444
494,2010,4.94,15048.964444
495,2010,85.9,15048.964444
496,2010,9.65,15048.964444
497,2010,10.61,15048.964444
498,2010,6.31,15048.964444
500,2010,5.75,15048.964444
501,2010,6.86,15048.964444
502,2010,5.73,15048.964444
504,2010,5.72,15048.964444
505,2010,6.02,15048.964444
506,2010,5.11,15048.964444
507,2010,5.4,15048.964444
508,2010,6.17,15048.964444
509,2010,7.05,15048.964444
510,2010,8.3,15048.964444
511,2010,6.12,15048.964444
512,2010,6.39,15048.964444
513,2010,8.8,15048.964444
514,2010,97.4,15048.964444
515,2010,100.0,15048.964444
516,2010,8.53,15048.964444
517,2010,92.7,15048.964444
518,2010,65.4,15048.964444
519,2010,36.55,15048.964444
520,2010,49.8,15048.964444
521,2010,9.39,15048.964444
522,2010,12.73,15048.964444
523,2010,10.72,15048.964444
524,2010,12.44,15048.964444
525,2010,8.21,15048.964444
526,2010,10.46,15048.964444
527,2010,14.04,15048.964444
528,2010,8.64,15048.964444
529,2010,8.13,15048.964444
530,2009,9.38,14478.064934
532,2009,11.21,14478.064934
533,2009,11.2,14478.064934
534,2009,8.74,14478.064934
535,2009,5.15,14478.064934
536,2009,97.5,14478.064934
537,2009,6.83,14478.064934
539,2009,14.96,14478.064934
540,2009,98.9,14478.064934
541,2009,100.0,14478.064934
542,2009,100.0,14478.064934
544,2009,4.5,14478.064934
545,2009,4.67,14478.064934
546,2009,5.16,14478.064934
547,2009,4.78,14478.064934
548,2009,13.2,14478.064934
550,2009,3.4,14478.064934
551,2009,3.16,14478.064934
552,2009,3.19,14478.064934
553,2009,3.38,14478.064934
554,2009,3.74,14478.064934
555,2009,94.8,14478.064934
556,2009,4.7,14478.064934
558,2009,4.89,14478.064934
560,2009,7.24,14478.064934
561,2009,9.06,14478.064934
562,2009,5.29,14478.064934
563,2009,7.06,14478.064934
565,2009,100.0,14478.064934
566,2009,8.7,14478.064934
567,2009,4.05,14478.064934
568,2009,100.0,14478.064934
569,2009,21.1,14478.064934
570,2009,12.26,14478.064934
571,2009,6.56,14478.064934
572,2009,10.81,14478.064934
573,2009,7.96,14478.064934
574,2009,10.87,14478.064934
575,2009,14.4,14478.064934
576,2009,5.41,14478.064934
577,2009,65.5,14478.064934
578,2009,4.02,14478.064934
579,2009,91.0,14478.064934
580,2009,100.0,14478.064934
581,2009,10.42,14478.064934
582,2009,10.92,14478.064934
583,2009,92.9,14478.064934
584,2009,11.27,14478.064934
585,2009,18.12,14478.064934
586,2009,12.99,14478.064934
587,2009,12.61,14478.064934
588,2009,9.92,14478.064934
589,2009,100.0,14478.064934
590,2009,11.39,14478.064934
591,2009,9.53,14478.064934
592,2009,49.2,14478.064934
593,2009,13.16,14478.064934
594,2009,2.83,14478.064934
596,2009,19.17,14478.064934
597,2009,8.97,14478.064934
598,2009,9.08,14478.064934
599,2009,8.13,14478.064934
600,2009,100.0,14478.064934
601,2009,100.0,14478.064934
602,2009,100.0,14478.064934
603,2009,87.8,14478.064934
604,2009,95.4,14478.064934
605,2009,100.0,14478.064934
606,2009,3.99,14478.064934
607,2009,4.48,14478.064934
608,2009,3.89,14478.064934
609,2009,5.63,14478.064934
611,2009,13.6,14478.064934
612,2009,6.65,14478.064934
613,2009,5.3,14478.064934
614,2009,53.6,14478.064934
616,2009,3.53,14478.064934
617,2009,4.19,14478.064934
618,2009,6.76,14478.064934
619,2009,8.2,14478.064934
620,2009,5.42,14478.064934
621,2009,9.15,14478.064934
622,2009,6.57,14478.064934
623,2009,4.6,14478.064934
624,2009,4.14,14478.064934
625,2009,6.7,14478.064934
626,2009,5.68,14478.064934
627,2009,6.81,14478.064934
629,2009,47.6,14478.064934
630,2009,2.8,14478.064934
631,2009,34.8,14478.064934
632,2009,6.04,14478.064934
633,2009,13.99,14478.064934
634,2009,10.1,14478.064934
635,2009,18.9,14478.064934
636,2009,7.31,14478.064934
637,2009,9.19,14478.064934
638,2009,98.4,14478.064934
639,2009,65.1,14478.064934
640,2009,7.41,14478.064934
641,2009,53.5,14478.064934
642,2009,78.3,14478.064934
643,2009,11.16,14478.064934
644,2009,13.94,14478.064934
645,2009,41.3,14478.064934
646,2009,9.39,14478.064934
647,2009,8.66,14478.064934
648,2009,8.99,14478.064934
649,2009,9.77,14478.064934
650,2009,13.92,14478.064934
651,2009,10.23,14478.064934
652,2009,69.0,14478.064934
653,2009,14.75,14478.064934
654,2009,12.14,14478.064934
655,2009,15.05,14478.064934
656,2009,13.18,14478.064934
657,2009,14.54,14478.064934
658,2009,5.62,14478.064934
659,2009,12.99,14478.064934
660,2009,100.0,14478.064934
661,2009,3.77,14478.064934
662,2009,15.26,14478.064934
663,2009,93.7,14478.064934
664,2009,100.0,14478.064934
665,2009,100.0,14478.064934
666,2009,100.0,14478.064934
667,2009,100.0,14478.064934
668,2009,100.0,14478.064934
669,2009,4.21,14478.064934
670,2009,3.91,14478.064934
672,2009,4.05,14478.064934
673,2009,5.9,14478.064934
674,2009,4.69,14478.064934
676,2009,15.8,14478.064934
677,2009,4.0,14478.064934
678,2009,8.4,14478.064934
679,2009,58.2,14478.064934
680,2009,5.98,14478.064934
681,2009,7.35,14478.064934
682,2009,4.89,14478.064934
683,2009,4.69,14478.064934
684,2009,8.02,14478.064934
685,2009,7.7,14478.064934
686,2009,17.82,14478.064934
688,2009,9.7,14478.064934
689,2009,28.4,14478.064934
690,2009,11.83,14478.064934
691,2009,77.9,14478.064934
692,2009,47.2,14478.064934
693,2009,20.6,14478.064934
694,2009,1.2,14478.064934
695,2009,3.7,14478.064934
696,2009,76.8,14478.064934
697,2009,7.14,14478.064934
698,2009,8.9,14478.064934
700,2009,8.71,14478.064934
701,2009,9.12,14478.064934
702,2009,6.48,14478.064934
703,2009,10.06,14478.064934
704,2009,88.7,14478.064934
705,2009,10.72,14478.064934
706,2009,6.07,14478.064934
707,2009,29.1,14478.064934
708,2009,10.67,14478.064934
709,2009,7.42,14478.064934
710,2009,7.44,14478.064934
711,2009,11.63,14478.064934
712,2009,72.5,14478.064934
713,2009,9.34,14478.064934
714,2009,14.25,14478.064934
715,2009,100.0,14478.064934
716,2009,12.15,14478.064934
717,2009,16.3,14478.064934
718,2009,17.79,14478.064934
719,2009,7.88,14478.064934
720,2009,11.09,14478.064934
721,2009,85.3,14478.064934
722,2009,10.76,14478.064934
723,2009,13.95,14478.064934
724,2009,9.14,14478.064934
725,2009,15.33,14478.064934
726,2009,9.5,14478.064934
727,2009,10.72,14478.064934
728,2009,7.19,14478.064934
730,2009,12.5,14478.064934
731,2009,14.12,14478.064934
732,2009,18.72,14478.064934
733,2009,100.0,14478.064934
734,2009,76.1,14478.064934
735,2009,100.0,14478.064934
736,2009,100.0,14478.064934
737,2009,100.0,14478.064934
738,2009,100.0,14478.064934
739,2009,100.0,14478.064934
740,2009,4.49,14478.064934
741,2009,3.79,14478.064934
742,2009,3.86,14478.064934
744,2009,4.83,14478.064934
745,2009,5.15,14478.064934
746,2009,85.6,14478.064934
748,2009,3.96,14478.064934
751,2009,2.93,14478.064934
752,2009,4.13,14478.064934
753,2009,15.14,14478.064934
754,2009,92.0,14478.064934
755,2009,11.1,14478.064934
758,2009,5.66,14478.064934
759,2009,4.7,14478.064934
760,2009,4.4,14478.064934
762,2009,4.55,14478.064934
763,2009,9.52,14478.064934
764,2009,12.07,14478.064934
765,2009,3.96,14478.064934
766,2009,9.55,14478.064934
767,2009,3.2,14478.064934
768,2009,11.68,14478.064934
769,2009,8.15,14478.064934
770,2009,90.2,14478.064934
771,2009,8.53,14478.064934
772,2009,11.22,14478.064934
773,2009,6.23,14478.064934
774,2009,0.5,14478.064934
775,2009,6.57,14478.064934
776,2009,61.3,14478.064934
777,2009,85.2,14478.064934
778,2009,14.74,14478.064934
779,2009,11.9,14478.064934
780,2009,4.31,14478.064934
781,2009,6.7,14478.064934
782,2009,11.7,14478.064934
783,2009,13.83,14478.064934
784,2009,17.06,14478.064934
785,2009,13.15,14478.064934
786,2009,13.73,14478.064934
787,2009,9.43,14478.064934
788,2009,36.37,14478.064934
789,2009,17.65,14478.064934
790,2009,65.7,14478.064934
791,2009,100.0,14478.064934
792,2009,14.94,14478.064934
793,2009,8.8,14478.064934
794,2009,10.01,14478.064934
795,2009,4.08,14478.064934
797,2009,4.88,14478.064934
798,2009,100.0,14478.064934
800,2009,12.11,14478.064934
801,2009,100.0,14478.064934
802,2009,100.0,14478.064934
803,2009,4.58,14478.064934
804,2009,100.0,14478.064934
805,2009,100.0,14478.064934
807,2009,5.04,14478.064934
808,2009,3.76,14478.064934
809,2009,3.63,14478.064934
810,2009,4.08,14478.064934
811,2009,3.73,14478.064934
812,2009,3.16,14478.064934
813,2009,6.7,14478.064934
814,2009,5.26,14478.064934
815,2009,0.5,14478.064934
816,2009,7.0,14478.064934
817,2009,3.82,14478.064934
818,2009,4.21,14478.064934
819,2009,4.36,14478.064934
820,2009,4.17,14478.064934
821,2009,4.32,14478.064934
822,2009,4.59,14478.064934
823,2009,93.7,14478.064934
825,2009,3.92,14478.064934
826,2009,4.35,14478.064934
827,2009,9.33,14478.064934
828,2009,6.12,14478.064934
829,2009,5.59,14478.064934
831,2009,4.3,14478.064934
832,2009,7.82,14478.064934
833,2009,7.61,14478.064934
834,2009,4.7,14478.064934
835,2009,7.9,14478.064934
836,2009,6.14,14478.064934
837,2009,6.6,14478.064934
838,2009,8.29,14478.064934
839,2009,1.7,14478.064934
840,2009,17.6,14478.064934
841,2009,6.59,14478.064934
842,2009,5.59,14478.064934
843,2009,4.17,14478.064934
845,2009,9.0,14478.064934
846,2009,8.01,14478.064934
847,2009,6.4,14478.064934
848,2009,100.0,14478.064934
850,2009,100.0,14478.064934
851,2009,14.37,14478.064934
852,2009,30.0,14478.064934
853,2009,7.93,14478.064934
854,2009,38.2,14478.064934
855,2009,9.63,14478.064934
856,2009,9.41,14478.064934
857,2009,12.15,14478.064934
858,2009,16.43,14478.064934
859,2009,20.18,14478.064934
860,2009,11.25,14478.064934
861,2009,9.83,14478.064934
862,2009,15.87,14478.064934
863,2009,59.4,14478.064934
864,2009,12.68,14478.064934
865,2009,10.54,14478.064934
866,2009,9.51,14478.064934
868,2009,7.11,14478.064934
869,2009,100.0,14478.064934
870,2009,7.27,14478.064934
872,2009,100.0,14478.064934
873,2009,100.0,14478.064934
874,2009,100.0,14478.064934
875,2009,100.0,14478.064934
876,2009,100.0,14478.064934
877,2009,100.0,14478.064934
878,2009,4.05,14478.064934
879,2009,3.43,14478.064934
880,2009,5.63,14478.064934
881,2009,5.62,14478.064934
882,2009,12.86,14478.064934
883,2009,3.73,14478.064934
886,2009,3.92,14478.064934
887,2009,3.83,14478.064934
888,2009,4.47,14478.064934
889,2009,10.01,14478.064934
890,2009,4.98,14478.064934
892,2009,4.27,14478.064934
893,2009,6.56,14478.064934
894,2009,7.21,14478.064934
895,2009,4.25,14478.064934
896,2009,5.71,14478.064934
897,2009,7.81,14478.064934
898,2009,7.93,14478.064934
899,2009,5.87,14478.064934
901,2009,4.44,14478.064934
902,2009,12.53,14478.064934
903,2009,6.91,14478.064934
904,2009,4.13,14478.064934
905,2009,6.02,14478.064934
906,2009,11.7,14478.064934
907,2009,5.66,14478.064934
908,2009,18.3,14478.064934
909,2009,18.1,14478.064934
910,2009,4.59,14478.064934
911,2009,100.0,14478.064934
912,2009,10.7,14478.064934
913,2009,19.05,14478.064934
914,2009,27.9,14478.064934
915,2009,8.95,14478.064934
916,2009,72.5,14478.064934
917,2009,12.85,14478.064934
918,2009,9.48,14478.064934
919,2009,51.0,14478.064934
920,2009,76.7,14478.064934
921,2009,10.72,14478.064934
922,2009,37.5,14478.064934
923,2009,9.18,14478.064934
924,2009,10.46,14478.064934
925,2009,14.52,14478.064934
926,2009,8.46,14478.064934
927,2009,83.7,14478.064934
928,2009,7.56,14478.064934
929,2009,78.8,14478.064934
930,2009,8.95,14478.064934
931,2009,14.81,14478.064934
932,2009,8.97,14478.064934
933,2009,100.0,14478.064934
934,2009,11.87,14478.064934
935,2009,7.86,14478.064934
936,2009,100.0,14478.064934
937,2009,100.0,14478.064934
938,2009,9.12,14478.064934
940,2009,11.98,14478.064934
942,2009,100.0,14478.064934
943,2009,85.6,14478.064934
944,2009,100.0,14478.064934
945,2009,5.55,14478.064934
946,2009,100.0,14478.064934
947,2009,97.4,14478.064934
948,2009,87.4,14478.064934
949,2009,100.0,14478.064934
950,2009,100.0,14478.064934
951,2009,3.92,14478.064934
952,2009,3.21,14478.064934
953,2009,7.86,14478.064934
955,2009,12.96,14478.064934
957,2009,2.97,14478.064934
958,2009,7.75,14478.064934
959,2009,88.0,14478.064934
960,2009,10.81,14478.064934
961,2009,7.06,14478.064934
962,2009,7.15,14478.064934
963,2009,5.76,14478.064934
964,2009,5.33,14478.064934
965,2009,5.5,14478.064934
966,2009,5.79,14478.064934
967,2009,5.96,14478.064934
969,2009,6.44,14478.064934
970,2009,4.16,14478.064934
971,2009,5.55,14478.064934
972,2009,9.2,14478.064934
973,2009,7.79,14478.064934
974,2009,7.57,14478.064934
975,2009,68.0,14478.064934
976,2009,4.93,14478.064934
977,2009,18.1,14478.064934
978,2009,4.5,14478.064934
979,2009,17.4,14478.064934
980,2009,4.7,14478.064934
981,2009,11.8,14478.064934
982,2009,46.4,14478.064934
983,2009,6.21,14478.064934
984,2009,14.24,14478.064934
985,2009,93.5,14478.064934
986,2009,10.59,14478.064934
987,2009,10.89,14478.064934
988,2009,53.9,14478.064934
989,2009,17.29,14478.064934
990,2009,8.44,14478.064934
991,2009,10.2,14478.064934
992,2009,73.9,14478.064934
993,2009,100.0,14478.064934
994,2009,13.39,14478.064934
996,2009,6.77,14478.064934
997,2009,8.58,14478.064934
998,2009,5.79,14478.064934
999,2009,9.69,14478.064934
1000,2009,100.0,14478.064934
1001,2009,8.69,14478.064934
1003,2009,9.33,14478.064934
1004,2009,7.61,14478.064934
1005,2009,100.0,14478.064934
1006,2009,100.0,14478.064934
1007,2009,8.59,14478.064934
1008,2009,77.8,14478.064934
1009,2009,93.6,14478.064934
1010,2009,99.8,14478.064934
1011,2009,3.88,14478.064934
1012,2009,6.34,14478.064934
1013,2009,3.81,14478.064934
1014,2009,6.54,14478.064934
1015,2009,7.09,14478.064934
1016,2009,1.1,14478.064934
1017,2009,54.9,14478.064934
1018,2009,11.97,14478.064934
1019,2009,4.34,14478.064934
1020,2009,6.56,14478.064934
1021,2009,5.62,14478.064934
1022,2009,4.07,14478.064934
1023,2009,9.53,14478.064934
1024,2009,8.64,14478.064934
1025,2009,6.7,14478.064934
1026,2009,5.21,14478.064934
1028,2009,5.31,14478.064934
1029,2009,6.48,14478.064934
1030,2009,4.93,14478.064934
1031,2009,12.2,14478.064934
1032,2009,5.21,14478.064934
1034,2009,5.09,14478.064934
1035,2009,8.22,14478.064934
1037,2009,3.1,14478.064934
1038,2009,82.2,14478.064934
1039,2009,6.06,14478.064934
1040,2009,17.3,14478.064934
1041,2009,8.66,14478.064934
1042,2009,8.44,14478.064934
1043,2009,11.86,14478.064934
1044,2009,18.8,14478.064934
1045,2009,12.58,14478.064934
1046,2009,8.96,14478.064934
1047,2009,9.41,14478.064934
1048,2009,2.1,14478.064934
1049,2009,8.19,14478.064934
1050,2009,10.31,14478.064934
1051,2009,77.8,14478.064934
1052,2009,7.52,14478.064934
1053,2009,38.3,14478.064934
1054,2009,56.9,14478.064934
1055,2009,80.1,14478.064934
1056,2009,100.0,14478.064934
1057,2009,11.19,14478.064934
1058,2009,14.91,14478.064934
1059,2009,14.85,14478.064934
1060,2008,11.32,14769.857911
1063,2008,11.53,14769.857911
1064,2008,11.01,14769.857911
1068,2008,12.45,14769.857911
1069,2008,100.0,14769.857911
1070,2008,100.0,14769.857911
1071,2008,95.0,14769.857911
1072,2008,100.0,14769.857911
1073,2008,99.3,14769.857911
1074,2008,100.0,14769.857911
1075,2008,8.48,14769.857911
1076,2008,8.09,14769.857911
1078,2008,8.71,14769.857911
1079,2008,7.48,14769.857911
1080,2008,10.48,14769.857911
1081,2008,10.85,14769.857911
1082,2008,6.3,14769.857911
1083,2008,7.88,14769.857911
1084,2008,7.5,14769.857911
1085,2008,7.09,14769.857911
1086,2008,5.63,14769.857911
1087,2008,8.38,14769.857911
1089,2008,7.69,14769.857911
1090,2008,8.7,14769.857911
1091,2008,11.75,14769.857911
1092,2008,93.1,14769.857911
1093,2008,10.32,14769.857911
1094,2008,9.73,14769.857911
1095,2008,10.5,14769.857911
1096,2008,8.18,14769.857911
1097,2008,10.01,14769.857911
1099,2008,8.85,14769.857911
1100,2008,10.57,14769.857911
1101,2008,9.58,14769.857911
1102,2008,9.61,14769.857911
1103,2008,10.41,14769.857911
1104,2008,8.48,14769.857911
1105,2008,9.18,14769.857911
1107,2008,46.2,14769.857911
1108,2008,8.87,14769.857911
1109,2008,12.9,14769.857911
1110,2008,79.6,14769.857911
1111,2008,11.49,14769.857911
1112,2008,11.72,14769.857911
1113,2008,10.57,14769.857911
1114,2008,12.23,14769.857911
1115,2008,100.0,14769.857911
1116,2008,10.8,14769.857911
1117,2008,57.5,14769.857911
1118,2008,84.5,14769.857911
1119,2008,11.54,14769.857911
1120,2008,10.39,14769.857911
1121,2008,10.52,14769.857911
1122,2008,39.9,14769.857911
1123,2008,29.6,14769.857911
1124,2008,82.0,14769.857911
1125,2008,11.21,14769.857911
1126,2008,14.2,14769.857911
1127,2008,17.85,14769.857911
1128,2008,11.07,14769.857911
1129,2008,16.07,14769.857911
1130,2008,16.78,14769.857911
1131,2008,79.6,14769.857911
1132,2008,100.0,14769.857911
1133,2008,7.61,14769.857911
1135,2008,100.0,14769.857911
1136,2008,11.0,14769.857911
1137,2008,97.5,14769.857911
1138,2008,7.88,14769.857911
1139,2008,6.85,14769.857911
1140,2008,7.58,14769.857911
1143,2008,8.85,14769.857911
1144,2008,95.2,14769.857911
1145,2008,8.26,14769.857911
1146,2008,7.55,14769.857911
1147,2008,10.07,14769.857911
1149,2008,10.48,14769.857911
1151,2008,6.98,14769.857911
1153,2008,11.7,14769.857911
1154,2008,8.03,14769.857911
1155,2008,11.0,14769.857911
1156,2008,20.1,14769.857911
1157,2008,10.2,14769.857911
1158,2008,9.05,14769.857911
1159,2008,8.76,14769.857911
1160,2008,89.0,14769.857911
1161,2008,9.58,14769.857911
1162,2008,58.9,14769.857911
1163,2008,39.01,14769.857911
1164,2008,16.9,14769.857911
1165,2008,10.0,14769.857911
1166,2008,10.27,14769.857911
1167,2008,11.14,14769.857911
1168,2008,14.3,14769.857911
1169,2008,43.3,14769.857911
1170,2008,10.16,14769.857911
1171,2008,16.07,14769.857911
1172,2008,16.58,14769.857911
1173,2008,100.0,14769.857911
1174,2008,80.2,14769.857911
1175,2008,16.49,14769.857911
1176,2008,8.72,14769.857911
1177,2008,74.9,14769.857911
1178,2008,11.45,14769.857911
1179,2008,8.08,14769.857911
1180,2008,17.32,14769.857911
1181,2008,12.75,14769.857911
1183,2008,94.0,14769.857911
1184,2008,8.91,14769.857911
1185,2008,77.3,14769.857911
1186,2008,99.9,14769.857911
1187,2008,100.0,14769.857911
1188,2008,100.0,14769.857911
1189,2008,8.39,14769.857911
1190,2008,8.14,14769.857911
1191,2008,7.71,14769.857911
1192,2008,10.81,14769.857911
1193,2008,7.94,14769.857911
1195,2008,8.4,14769.857911
1196,2008,7.56,14769.857911
1197,2008,98.4,14769.857911
1198,2008,56.7,14769.857911
1199,2008,12.65,14769.857911
1200,2008,8.4,14769.857911
1201,2008,9.35,14769.857911
1202,2008,7.05,14769.857911
1203,2008,7.02,14769.857911
1205,2008,8.06,14769.857911
1206,2008,10.87,14769.857911
1207,2008,10.46,14769.857911
1208,2008,10.24,14769.857911
1209,2008,12.3,14769.857911
1210,2008,15.23,14769.857911
1211,2008,9.2,14769.857911
1212,2008,8.91,14769.857911
1213,2008,11.32,14769.857911
1214,2008,100.0,14769.857911
1215,2008,83.0,14769.857911
1216,2008,66.2,14769.857911
1217,2008,0.8,14769.857911
1218,2008,12.09,14769.857911
1220,2008,51.3,14769.857911
1221,2008,20.6,14769.857911
1222,2008,27.2,14769.857911
1223,2008,70.6,14769.857911
1224,2008,9.6,14769.857911
1225,2008,100.0,14769.857911
1226,2008,10.34,14769.857911
1227,2008,11.29,14769.857911
1228,2008,44.57,14769.857911
1229,2008,13.9,14769.857911
1230,2008,13.36,14769.857911
1231,2008,12.07,14769.857911
1232,2008,100.0,14769.857911
1234,2008,12.79,14769.857911
1235,2008,13.02,14769.857911
1236,2008,11.79,14769.857911
1237,2008,13.3,14769.857911
1238,2008,26.48,14769.857911
1239,2008,12.91,14769.857911
1240,2008,11.75,14769.857911
1241,2008,100.0,14769.857911
1242,2008,100.0,14769.857911
1243,2008,85.0,14769.857911
1244,2008,100.0,14769.857911
1245,2008,100.0,14769.857911
1246,2008,100.0,14769.857911
1248,2008,8.72,14769.857911
1249,2008,8.03,14769.857911
1250,2008,8.32,14769.857911
1252,2008,10.08,14769.857911
1253,2008,17.3,14769.857911
1254,2008,10.37,14769.857911
1255,2008,53.5,14769.857911
1256,2008,14.31,14769.857911
1258,2008,8.42,14769.857911
1259,2008,10.03,14769.857911
1260,2008,8.58,14769.857911
1261,2008,10.14,14769.857911
1262,2008,11.13,14769.857911
1263,2008,8.28,14769.857911
1264,2008,7.62,14769.857911
1265,2008,10.94,14769.857911
1267,2008,10.61,14769.857911
1268,2008,10.4,14769.857911
1269,2008,11.42,14769.857911
1270,2008,10.79,14769.857911
1271,2008,10.39,14769.857911
1272,2008,8.6,14769.857911
1273,2008,12.7,14769.857911
1274,2008,10.07,14769.857911
1275,2008,10.29,14769.857911
1276,2008,8.82,14769.857911
1278,2008,47.3,14769.857911
1279,2008,13.03,14769.857911
1280,2008,10.41,14769.857911
1281,2008,18.3,14769.857911
1282,2008,12.63,14769.857911
1283,2008,3.9,14769.857911
1284,2008,76.8,14769.857911
1285,2008,11.25,14769.857911
1286,2008,12.76,14769.857911
1287,2008,12.5,14769.857911
1288,2008,17.5,14769.857911
1289,2008,5.8,14769.857911
1290,2008,13.54,14769.857911
1291,2008,100.0,14769.857911
1292,2008,77.5,14769.857911
1293,2008,13.12,14769.857911
1294,2008,18.31,14769.857911
1295,2008,9.0,14769.857911
1296,2008,7.8,14769.857911
1297,2008,47.3,14769.857911
1298,2008,65.6,14769.857911
1299,2008,9.76,14769.857911
1300,2008,90.4,14769.857911
1301,2008,100.0,14769.857911
1302,2008,11.32,14769.857911
1303,2008,93.4,14769.857911
1304,2008,17.18,14769.857911
1305,2008,10.66,14769.857911
1306,2008,14.24,14769.857911
1307,2008,9.01,14769.857911
1308,2008,14.53,14769.857911
1309,2008,17.6,14769.857911
1310,2008,64.9,14769.857911
1311,2008,13.33,14769.857911
1312,2008,9.15,14769.857911
1313,2008,12.62,14769.857911
1314,2008,100.0,14769.857911
1315,2008,100.0,14769.857911
